=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.12.15 18:12:41 =~=~=~=~=~=~=~=~=~=~=~=;;;;;;
-0.57;-9.06;-12.2;-17.11;5.12;-55.6;1
-1;-9.16;-12.58;-20.64;8.65;-58.87;1
-1.64;-9.48;-12.81;-27.18;14.62;-61.03;1
-1.82;-9.93;-12.73;-34.3;19.39;-59.56;1
-1.62;-9.72;-12.85;-40.89;26.76;-55.2;1
-0.83;-9.42;-12.5;-45.93;32.96;-49.95;1
-0.43;-9.39;-12.35;-48.88;37.17;-44.57;1
-0.26;-9.51;-12.32;-52.44;38.06;-42.5;1
-0.53;-9.2;-12.06;-54.86;34.28;-42.2;1
-1.05;-8.98;-11.69;-55.15;28.66;-42.37;1
-1.57;-9.03;-11.41;-54.12;21.92;-42.36;1
-1.59;-8.94;-10.83;-51.47;18.36;-41.61;1
-1.23;-8.85;-10.4;-48.48;16.39;-42.23;1
-0.76;-9.18;-10.01;-44.91;13.61;-44.39;1
-0.14;-9.86;-10.12;-40.48;10.06;-47.28;1
0.26;-9.75;-9.96;-35.21;1.87;-50.64;1
0.35;-9.53;-10;-29.42;-3.07;-51.14;1
0.4;-9.57;-10.49;-24.63;-4.1;-50.72;1
0.42;-9.64;-10.78;-21.41;-0.76;-49.8;1
0.33;-9.65;-11.17;-19.25;7;-47.51;1
0.61;-9.34;-11.48;-18.21;16.95;-45.92;1
1.1;-9.17;-11.89;-17.39;29.34;-45.73;1
1.45;-9.03;-12.18;-17.14;39.36;-46.28;1
1.64;-9;-12.39;-18;41.86;-46.56;1
1.59;-9.39;-12.52;-20.84;39.26;-46.66;1
1.32;-9.69;-12.62;-23.57;35.78;-47.5;1
0.92;-9.73;-12.43;-24.94;36.48;-48.5;1
0.76;-9.35;-12.52;-26.15;39.25;-49.85;1
0.58;-9.45;-12.55;-27.02;42.38;-50.38;1
0.37;-9.79;-12.59;-28.87;42.39;-51.48;1
0.01;-9.96;-12.41;-30.62;43.95;-51.8;1
-0.51;-10.12;-12.05;-31.11;46.49;-50.38;1
-1;-10.74;-11.04;-27.58;46.88;-46.23;1
-1.13;-11.19;-10.03;-19.63;51.51;-40.23;1
-1.39;-11.04;-9.33;-8.17;53.64;-35.18;1
-2.1;-11.09;-9.33;3.62;52.06;-31.05;1
-3.18;-12.13;-9.7;15.67;47.99;-28.06;1
-4.53;-12.97;-10.03;28.5;41.8;-21.69;1
-5.53;-13.04;-10.24;39.58;27.61;-6.58;1
-5.27;-12.26;-9.94;46.37;11.76;14.12;1
-4.5;-12.37;-9.19;50.76;5.92;36.8;1
-2.99;-12.39;-7.35;64.63;7.7;54.27;1
-0.83;-12.67;-6.43;87.53;15.64;64.92;1
0.45;-12.53;-8.3;103.72;28.41;75.19;1
0.5;-11.88;-10.96;107.46;45.65;87.24;1
0.3;-11.01;-13.07;105.63;49.84;98.61;1
0.23;-10.79;-14.33;101.37;40.97;104.83;1
-0.06;-11.62;-14.7;93.77;14.97;108.5;1
-0.28;-12.71;-14.76;80;-19.04;112.21;1
-0.67;-13.52;-13.63;61;-41.11;114.56;1
-0.09;-13.11;-12.89;43.25;-34.97;119.42;1
0.54;-13.06;-11.6;37.67;-31.78;120.85;1
0.5;-13.34;-10.8;46.05;-39.58;122.44;1
0.29;-13.58;-11.2;57.56;-58.8;126.81;1
0.65;-13.59;-12.1;60.98;-79.25;129.6;1
1.1;-12.96;-13.24;55.03;-81.6;129.8;1
1.09;-11.91;-13.55;41.21;-78.46;131.12;1
1.32;-11.04;-13.41;24.55;-75.73;133.17;1
2.22;-10.55;-12.92;12.09;-71.5;134.21;1
3.24;-10;-11.64;7.12;-67.69;128.77;1
3.56;-9.31;-10.75;8.96;-69.68;118.97;1
3.46;-8.77;-10.86;8.66;-74.91;109.76;1
2.95;-8.74;-10.92;5.63;-82.97;100.34;1
2.8;-8.21;-10.35;3.75;-95.44;90.63;1
2.78;-7.67;-10.41;5.46;-104.17;78.22;1
2.9;-7.2;-9.98;12.65;-111.32;68.18;1
2.76;-6.69;-9.93;16.98;-107.8;57.12;1
2.58;-6.21;-9.77;19.82;-97.26;50.79;1
2.06;-6.1;-9.22;22.51;-81.1;44.89;1
1.81;-6.07;-8.8;22.6;-64.25;35.62;1
1.46;-6.43;-8.04;24.13;-53.26;26.47;1
0.55;-6.67;-7.46;25.72;-46.44;15.3;1
-0.77;-6.85;-7.19;25.82;-45.41;9.98;1
-2.02;-6.99;-7.11;24.63;-45.63;7.25;1
-3.6;-7.49;-6.9;23.64;-46.43;9.39;1
-4.66;-7.81;-6.41;24.61;-47.49;11.83;1
-4.99;-7.76;-6.47;24.48;-48.69;12.21;1
-4.82;-7.46;-6.81;19.35;-44.04;12.96;1
-4.17;-7.07;-7.59;8.63;-31.48;14.5;1
-3.57;-6.58;-8.04;-5.17;-8.2;17.14;1
-3.02;-6.26;-8.33;-17.77;28.25;19.92;1
-2.73;-6.21;-8.49;-28.18;65.06;19.57;1
-2.75;-6.44;-8.74;-39.47;87.79;13.7;1
-3.06;-6.89;-8.8;-52.38;95.92;1.7;1
-3.85;-7.78;-9.45;-63.66;97.02;-13.01;1
-3.81;-8.53;-10.9;-74.33;97.04;-23.46;1
-1.52;-8.56;-10.24;-76.69;106.29;-31.66;1
0.9;-8.59;-6.97;-60.59;108.29;-43.6;1
-0.75;-11.48;-3.55;-35.64;55.77;-54.65;1
-2.9;-19.2;-6.3;-3.47;-6.42;-70.71;1
-5.24;-19.55;-10.33;10.23;-68.29;-62.95;1
-0.05;-17.58;-10.67;0.96;-66.04;-38.11;1
3.77;-9.93;-10.59;-4.05;-44.97;-28.59;1
6.25;-5.9;-11.53;-13.79;-46.83;-29.24;1
7.37;-5;-13.24;-26.91;-19.29;-45.08;1
7.43;-6.24;-15.19;-45.14;35.74;-64.18;1
5.49;-8.45;-15.82;-71.09;83.7;-78.49;1
2.8;-9.97;-14.63;-89.22;124.91;-84.15;1
-0.05;-11.32;-12.17;-91.8;139.27;-87.21;1
-2.65;-12.26;-10.65;-79.66;118.69;-87.85;1
-4.97;-12.85;-9.56;-62.52;87.66;-80.69;1
-4.69;-11.55;-9.49;-45;60.92;-73.27;1
-3.57;-10.56;-10.56;-32.63;33.84;-68.38;1
-2.38;-10.04;-11.29;-25.16;11.34;-65.24;1
-1.59;-9.75;-11.79;-22.73;-0.33;-67.92;1
-1.31;-9.56;-12.26;-22.6;-6.07;-74.95;1
-1.31;-9.2;-12.54;-23.92;-11.61;-80.44;1
-1.5;-8.98;-13.16;-28.56;-15.1;-81.1;1
-1.57;-8.62;-13.76;-35.89;-14.13;-77.79;1
-1.8;-8.28;-13.73;-46;-10.93;-72.19;1
-1.2;-8.08;-13.52;-58.2;0.07;-64.41;1
-0.74;-8.78;-13.06;-70.61;14.09;-58.62;1
-0.62;-8.61;-11.99;-80.38;20.78;-52.27;1
0.34;-9.11;-11.17;-84.39;30.66;-52.72;1
0.93;-9.62;-9.85;-76.33;25.93;-57.08;1
1.01;-10.29;-9.08;-58.58;15.51;-61.32;1
1.04;-10.24;-9.49;-41.95;10;-65.63;1
1.03;-9.79;-10.21;-31.6;11.88;-67.38;1
1.09;-9.7;-11.09;-29.18;25.03;-66.01;1
1.08;-9.7;-11.45;-31.82;41.82;-63.14;1
1.07;-9.24;-11.85;-36.17;55.98;-62.99;1
0.41;-9.05;-11.82;-42.41;59.09;-65.14;1
-1.04;-8.9;-11.29;-46.31;53.32;-66.23;1
-2.72;-9.51;-10.46;-44.6;50.89;-61.74;1
-3.81;-10.51;-9.4;-35.38;54.47;-52.49;1
-3.81;-11.14;-8.77;-17.59;56.64;-39.79;1
-2.9;-11.19;-9.62;-0.49;53.54;-31.9;1
-2.31;-10.87;-10.46;8.62;52.21;-26.15;1
-2.2;-10.9;-11.07;12.02;51.8;-22;1
-2.6;-11.69;-10.75;13.49;53.83;-18.21;1
-3.65;-13.15;-9.8;17.47;61.01;-11.65;1
-5.11;-13.49;-7.94;32.31;64.91;-0.76;1
-6.3;-13.75;-6.48;57.3;60.58;17.08;1
-6.16;-13.95;-5.49;83.5;53.64;39.6;1
-5.3;-13.66;-5.53;107.73;37.25;61.82;1
-3.99;-12.92;-7.02;125.42;19.06;82.37;1
-2.96;-11.5;-9.57;133.3;9.99;102.57;1
-2.15;-10.87;-12.26;124.85;10.19;122.89;1
-0.53;-11.81;-13.42;111.57;10.11;136.02;1
1.69;-13.19;-13.4;101.03;5.01;143.37;1
2.85;-14.71;-13.22;96.95;-1.38;148.07;1
2.47;-15.59;-13.63;88.79;0.14;141.71;1
1.54;-15.5;-14.11;74.08;6.77;134.35;1
0.07;-15.23;-14.01;60.44;13.69;134.3;1
-1.59;-14.84;-13.06;49.66;12.84;144.25;1
-1.82;-15.12;-12.94;42.53;5.99;152.26;1
-1.8;-14.81;-11.87;41.84;-21.31;159.9;1
-0.68;-13.75;-12.12;41.44;-46.4;165.69;1
1.06;-12.34;-12.69;35.45;-65.34;163.38;1
2.08;-10.99;-12.33;29.81;-75.52;156.42;1
2.95;-9.81;-11.96;23.53;-84.92;143.6;1
3.53;-8.67;-11.81;18.22;-93.97;129.79;1
4.04;-7.51;-11.96;12.12;-99.34;114.94;1
3.87;-6.7;-11.48;5.83;-105.07;99.22;1
4.33;-5.59;-10.73;3.04;-112.76;83;1
4.58;-4.87;-9.99;5.99;-118.78;64.61;1
5.05;-4.13;-9.84;10.16;-111.7;47.22;1
4.81;-2.99;-9.18;17.34;-89.78;34.83;1
4.6;-2.31;-9.2;26.63;-54.26;27.37;1
4.09;-2.05;-9.04;28.21;-14.78;16.79;1
1.61;-2.16;-7.3;25.89;-5.61;4.47;1
-1.89;-2.9;-4.21;27.4;-51.5;-3.51;1
-5.52;-5.02;-1.9;38.3;-127.73;-1.98;1
-6.95;-6.08;-3.14;47.66;-180.08;11.27;1
-6.9;-6.16;-6.65;35.88;-171.88;27.79;1
-6.17;-5.37;-9.36;-0.88;-67.49;40.11;1
-7.35;-6.57;-9;-42.91;99.94;40.14;1
-11.31;-9.22;-9;-60.27;246.93;37.92;1
-12.09;-10.23;-13.38;-65.12;254.27;56.42;1
-1.15;-7.73;-13.5;-87.15;187.52;52.19;1
10.07;-12.33;-6.24;-87.09;41.16;2.7;1
11.3;-19.53;-2.53;-23.55;-78.33;-64.49;1
5.25;-18.65;-9.18;20.85;-107.98;-100.39;1
-0.23;-14.47;-15.24;6.18;-92.22;-83.61;1
-0.26;-10.96;-15.62;-36.99;-1.68;-50.88;1
1.86;-10.3;-14.63;-67.34;21.29;-54.24;1
2.48;-12.65;-10.86;-80.65;21.47;-71.68;1
3.41;-16.54;-7.5;-69.15;13.31;-92.9;1
4.14;-15.37;-8.89;-53.08;-11.07;-106.15;1
4;-12.34;-10.91;-51.11;-5.08;-101.82;1
3.36;-10.19;-11.27;-57.82;25.55;-94.66;1
2.29;-9.48;-11.46;-62.7;56.22;-91.25;1
1.76;-9.36;-11.78;-65.11;86.16;-98.59;1
-0.12;-9.4;-11.86;-66.49;91.02;-107.63;1
-1.16;-10.16;-11.78;-65.75;77.89;-116.48;1
-1.85;-10.86;-11.54;-59.49;58.21;-116.75;1
-2.6;-11.27;-12;-53.54;32.29;-117.69;1
-3.09;-10.96;-13.1;-48.98;15.95;-115.5;1
-3.46;-9.79;-13.91;-48.55;10.64;-112.86;1
-4.18;-8.75;-14.39;-54.53;4.09;-111.64;1
-4.57;-7.74;-14.39;-63.37;-10.1;-106.85;1
-4.4;-7.17;-14.38;-77.4;-23.07;-101.17;1
-3.95;-7.29;-13.49;-93.92;-33.74;-90.08;1
-2.25;-7.28;-12.3;-109.59;-34.61;-78.13;1
-0.2;-7.33;-10.55;-122.73;-21.04;-70.15;1
0.94;-8.09;-8.02;-124.47;16.38;-66.18;1
2.47;-9.48;-4.75;-99.31;42.62;-69.08;1
4.3;-11.44;-4.26;-57.09;22.35;-84.52;1
4.03;-11.4;-6.4;-23.27;5.42;-93.25;1
2.67;-10.24;-8.99;-12.24;7.89;-90.95;1
0.92;-9.27;-10.79;-16.28;28.16;-82.69;1
-0.94;-8.68;-11.77;-25.79;58.99;-77.99;1
-2.25;-7.39;-12.1;-36.78;89.97;-78.69;1
-4.12;-6.8;-12.06;-44.06;99.42;-77.88;1
-6.43;-7.39;-10.77;-50.73;91.01;-64.56;1
-7.76;-8.61;-9.18;-55.32;79.61;-44.04;1
-6.91;-11.51;-7.13;-35.04;77.1;-21.02;1
-4.11;-13.59;-7.63;6.35;55.98;-7.42;1
-2.51;-13.69;-9.86;35.8;35.01;-1.01;1
-1.4;-14.05;-11.56;57.29;22.94;-0.33;1
-1.17;-15.74;-13.31;72.13;7.72;-3.84;1
-3.07;-16.39;-12.49;67.47;1.97;1.57;1
-5.42;-15.91;-10.98;51.28;9.72;22.29;1
-6.83;-15.11;-7.31;49.95;39.9;55.46;1
-5.13;-15.38;-3.6;84.97;50.68;89.96;1
-1.92;-13.51;-7.59;119.75;20.4;111.34;1
-0.26;-13.2;-10.99;119.33;-0.09;126.33;1
1.79;-14.38;-11.46;111.27;-17.58;135.84;1
3.25;-16.09;-12.47;106.13;-36.84;142.76;1
5.06;-16.7;-13.75;106.92;-50.78;146.36;1
4.98;-16.4;-14.12;101.49;-30.63;137.54;1
2.97;-16.44;-14.15;87.88;11.4;132.86;1
1.13;-15.81;-14.41;71.7;33.77;136.79;1
0.11;-15.57;-14.36;55.63;36.97;148.18;1
-0.11;-15.05;-13.61;42.85;38.2;157.52;1
0.28;-13.48;-11.97;32.31;25.58;161.8;1
1.85;-12.53;-11.06;30.94;4.7;159.47;1
2.92;-11.02;-10.73;31.98;-15.77;150.99;1
3.57;-9.35;-11.03;32.15;-34.36;137.57;1
3.57;-7.83;-11.96;27.23;-52.52;123.07;1
3.09;-6.48;-12.48;19.51;-69.26;109.99;1
2.68;-5.45;-12.64;11.47;-85.11;96.97;1
2.68;-4.62;-12.34;5.42;-99.49;88.11;1
3.29;-3.9;-11.64;3.57;-108.62;78.54;1
4.21;-3.21;-10.71;8.35;-102.6;71.08;1
4.39;-2.36;-10.4;17.01;-80.65;63.38;1
3.53;-2.32;-9.23;28.22;-55.08;55.29;1
2.7;-2.34;-8.35;34.89;-39.94;44.76;1
-0.1;-2.43;-5.37;38.82;-73.75;37.03;1
-2.52;-3.33;-3.88;48.75;-143.7;32.5;1
-2.46;-4.81;-5.11;58.69;-189.48;25.36;1
-1.3;-4.75;-7.86;53.27;-166.28;29.93;1
-1.51;-3.46;-9.54;21.68;-73.15;42.57;1
-4.24;-4.17;-10.92;-11.96;73.19;47.96;1
