acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z;label
-0.43;-10.27;-10.47;51.23;-53.36;78.67;0
-0.1;-9.27;-10.63;44.91;-59.76;72.63;0
0.76;-8.56;-10.62;38.98;-64.68;64.42;0
1.91;-7.71;-10.42;33.68;-64;54.3;0
2.39;-7.26;-10.18;28.89;-62.97;41.97;0
2.59;-6.84;-9.9;23.28;-61.63;30.18;0
2.63;-6.6;-9.82;18.21;-59.56;18.53;0
2.19;-6.58;-9.75;11.6;-54.04;7.8;0
1.56;-6.48;-9.66;1.98;-49.29;-3.4;0
0.5;-6.53;-9.19;-7.89;-52.78;-11.74;0
-0.06;-6.45;-8.65;-16.1;-67.59;-15.43;0
-0.59;-6.46;-8.41;-23.48;-90.48;-16.52;0
-0.51;-6.57;-8.88;-30.01;-103.94;-18.62;0
-0.48;-6.97;-9.33;-37.61;-97.97;-20.88;0
-0.31;-7.18;-9.58;-46.88;-71.68;-22.11;0
-0.03;-7.32;-9.44;-57.09;-26.46;-21.91;0
-0.05;-7.92;-9.1;-66.53;21.59;-22.37;0
-0.88;-8.99;-8.26;-75.08;56.82;-25.34;0
-3.06;-10.74;-6.44;-78.63;63.48;-24.69;0
-5.35;-12.54;-3.51;-70.66;41.35;-15.72;0
-6.25;-13.79;-0.8;-46.82;8.5;-1.03;0
-5.94;-12.67;0.01;-10.27;-21.7;15.23;0
-3.82;-10.34;-2.11;20.79;-35.55;26.65;0
-1.87;-8.43;-5.17;34.21;-23.36;31.73;0
-0.6;-7.67;-8.73;33.43;16.72;34.6;0
0.42;-7.7;-12.6;19.15;71.17;36.05;0
1.16;-9.14;-14.76;-10;113.96;31.69;0
2.34;-10.52;-16.09;-49.84;144.12;17.25;0
3.88;-10.59;-14.1;-83.87;139.73;-1.74;0
2.24;-10.42;-9.11;-89.25;90.5;-16.46;0
-0.74;-11.25;-6.95;-58.13;48.28;-18.28;0
-2.03;-9.7;-9.83;-37.18;30.97;-11.75;0
-0.44;-8.5;-11.63;-39.37;26.45;-12.46;0
0.52;-9.22;-12.9;-45.81;18.14;-26.99;0
0.19;-10.84;-13.42;-49.2;-2.86;-43.02;0
-1.05;-11.73;-12.38;-50.78;-31.65;-49.53;0
-1.89;-11.61;-11.08;-47.25;-48.1;-41.68;0
-1.43;-10.91;-9.79;-40.94;-45.6;-30.42;0
-0.4;-9.8;-9.99;-37.36;-29.59;-26.72;0
0.45;-9.07;-11.2;-42.48;-3.2;-31.64;0
0.65;-8.7;-12.02;-52.61;24.09;-41.44;0
0.46;-9.2;-12.22;-63.95;44.39;-48.36;0
0.35;-9.71;-11.95;-68.36;58.71;-50.43;0
0.08;-9.16;-11.73;-68.84;64.32;-46.86;0
0.15;-9.2;-11.38;-68.81;62.28;-44.19;0
0.17;-9.43;-10.8;-64.46;54.52;-44.24;0
-0.15;-9.33;-10.33;-55.58;46.88;-46.51;0
-0.49;-8.94;-10.44;-45.85;43.67;-47.11;0
-0.89;-8.89;-10.99;-40.5;41.38;-45.3;0
-1.38;-9.36;-11.59;-39.57;39.62;-42.82;0
-1.65;-9.84;-11.48;-42.68;36.35;-40.03;0
-1.84;-10.36;-10.97;-45.53;30.59;-37.56;0
-1.93;-10.32;-10.12;-45.08;25.27;-35.87;0
-1.89;-10.19;-9.56;-40.6;18.91;-34.95;0
-1.99;-10;-9.6;-32.47;12.93;-33.96;0
-2.11;-10.06;-9.89;-23.88;8.79;-31.56;0
-2.21;-9.94;-10.57;-17.82;5.04;-27.64;0
-2.06;-10.01;-11.12;-16.99;4.22;-24.21;0
-2.02;-10.06;-11.36;-19.74;7.41;-22.03;0
-1.94;-10.31;-11.09;-21.99;8.65;-19.72;0
-1.8;-10.8;-10.57;-19.89;5.93;-16.31;0
-1.58;-10.94;-9.95;-13.97;2.01;-13.14;0
-1.33;-10.96;-9.45;-8.62;1.48;-10.24;0
-1.32;-10.83;-9.07;-2.53;6.72;-7.53;0
-1.81;-10.5;-8.64;7.39;14.59;-4.01;0
-2.4;-10.43;-8.5;18.09;24.9;-0.24;0
-2.91;-10.26;-8.09;27.77;32.87;3.83;0
-3.09;-10.53;-7.63;37.85;37.04;8.38;0
-3.27;-10.77;-6.61;51.43;34.83;13.95;0
-3.17;-10.61;-5.82;68.82;18.35;20.71;0
-2.44;-10.95;-5.05;89.68;-6.45;25.3;0
-2.22;-12.17;-4.63;114.56;-23.37;30.14;0
-1.42;-13.05;-6.02;140.82;-35.36;37.27;0
-0.83;-13.35;-8.89;157.58;-43;43.58;0
-1.28;-12.56;-11.65;159.35;-39.99;49.73;0
-1.88;-12.03;-13.68;148.29;-27.64;58.91;0
-2.35;-12.16;-15.28;130.98;-32.39;68.12;0
-2.37;-12.45;-15.14;108.73;-44.01;76.15;0
-1.92;-12.35;-13.16;92.81;-61.36;82.02;0
-0.9;-12.54;-11.15;86.7;-76.92;84.15;0
0.46;-13.32;-9.92;87.96;-95.17;87.43;0
1.8;-14.17;-10.24;92.77;-98.7;87.7;0
2.36;-13.31;-10.72;89.64;-92.51;84.76;0
2.16;-11.56;-10.85;86.59;-76.56;82.32;0
2.3;-9.9;-11.59;78.72;-47.88;79.88;0
1.91;-8.44;-11.5;64.98;-21.11;74.41;0
1.74;-7.65;-11.1;49.48;-3.62;67.76;0
1.89;-7.18;-10.53;37.02;6.09;60.48;0
1.85;-7.28;-10.25;28.21;5.68;51.5;0
1.55;-7.17;-9.97;21.88;-0.04;41.64;0
1.09;-6.79;-9.97;17.15;-13.01;33.1;0
0.92;-6.23;-10.06;12.38;-29.08;25.5;0
1.28;-5.38;-10.3;8.27;-37.23;18.69;0
1.66;-5.19;-10.93;3.81;-35.06;12.09;0
1.97;-5.22;-11.61;-9.34;-27.33;0.81;0
1.74;-5.43;-11.14;-23.68;-21.53;-15.31;0
0.79;-5.91;-9.91;-30.94;-43.68;-27.79;0
-0.31;-6.54;-8.16;-32.41;-101.37;-31.92;0
-0.96;-7.08;-7.15;-32.15;-155.58;-34.45;0
-0.8;-7.63;-7.23;-37;-174.3;-37.04;0
-0.49;-8.13;-7.64;-50.01;-142.27;-42.21;0
-1.1;-8.25;-7.75;-69.31;-74.81;-40.55;0
-2.47;-9.22;-7.5;-85.72;2.1;-34.01;0
-4.08;-10.55;-5.9;-90.03;69.98;-24.25;0
-5.43;-11.77;-4.49;-83.41;104.96;-14.46;0
-5.82;-12.25;-3.72;-71.08;106.61;-4.03;0
-5.91;-12.09;-2.59;-51.3;81.32;10.16;0
-4.71;-11.23;-2.42;-22.48;53.49;25.85;0
-3.64;-9.69;-4.81;9.63;53.47;46.39;0
-1.29;-9.81;-9.3;26.98;81.04;56.65;0
2.62;-12.54;-14.63;0.23;82.4;40.37;0
6.9;-13.55;-14.95;-51.07;68.44;-3.04;0
2.43;-10.56;-8.88;-66.33;36.82;-26.3;0
-1.81;-10.7;-7.34;-45.76;31.32;-13.3;0
-1.39;-8.36;-9.89;-34.86;59.05;6.02;0
1.65;-7.02;-11.37;-42.68;58.44;4.9;0
4.38;-8.6;-13.09;-50.04;38.35;-18.91;0
3.76;-10.61;-13.98;-51.86;20.79;-47.21;0
1.2;-10.11;-14.81;-53.31;9.74;-62.52;0
-1.61;-9.43;-14.4;-62.01;9.2;-60.72;0
-3.21;-9.94;-12.12;-69.59;9.96;-50.68;0
-3.2;-10.39;-10.63;-66.45;8.35;-42.48;0
-2.18;-10.21;-10.08;-60.36;7.03;-36.94;0
-0.88;-10.14;-10.67;-59.39;12.32;-35.84;0
-0.04;-9.79;-11.32;-64.32;22.85;-37.69;0
0.7;-9.25;-11.66;-70.23;37.37;-39.74;0
0.98;-9.13;-11.31;-73.66;52.42;-41.91;0
0.92;-9.47;-10.89;-72.75;64.48;-43.82;0
0.69;-9.71;-10.47;-66;71.74;-45.4;0
0.6;-9.69;-10.47;-55.39;72.77;-45.98;0
0.41;-9.63;-11.22;-47.68;70.16;-46.29;0
0.42;-9.51;-11.7;-44.34;63.63;-47.4;0
-0.1;-9.13;-11.9;-46.2;53.09;-47.5;0
-0.59;-9.05;-11.89;-52.23;43.56;-47.28;0
-1.26;-9.53;-11.12;-56.41;39.99;-49.61;0
-2.15;-9.55;-10.57;-54.11;39.64;-53.72;0
-2.99;-10.12;-10.17;-52.66;34.56;-55.03;0
-3.16;-10.06;-9.97;-51.35;22.47;-55.31;0
-3.21;-10.23;-10.07;-44.34;8.02;-53.9;0
-3.37;-10.68;-9.79;-35.24;-1.6;-49.11;0
-3.64;-11;-9.46;-26.88;-6.85;-42.46;0
-3.83;-11.16;-9.15;-18.45;-9.84;-34.72;0
-3.76;-11.17;-8.78;-10.31;-9.05;-24.62;0
-3.18;-11.21;-8.02;-0.6;-3.11;-13.39;0
-2.52;-11.73;-7.3;18.09;8.92;-2.44;0
-2.55;-11.91;-7.53;38.26;18.93;8.09;0
-2.63;-11.66;-7.5;50.72;24.59;18.83;0
-2.36;-11.29;-6.12;61.61;29.92;27.57;0
-1.84;-10.9;-4.18;82.94;36.54;35.33;0
-1.54;-11.4;-3.75;112.39;40.39;44.2;0
-1.89;-12.12;-4.25;139.79;31.98;54.62;0
-2.35;-12.94;-5.08;159.04;18.17;65.39;0
-2.19;-13.66;-6.27;174.44;21.12;79.67;0
-1.96;-13.15;-9.15;182.47;29.28;98.61;0
-0.71;-13.09;-13.21;178.8;10.59;115.92;0
0.54;-13.07;-17.43;162.06;-14.9;122.7;0
1.05;-12.98;-18.18;128.53;-14.81;122.07;0
0.56;-13.67;-14.12;94.23;-6.77;119.06;0
-0.76;-14.54;-9.6;86;-4.75;116.74;0
-1.12;-16.16;-8.92;94.61;-2.9;116.75;0
-0.48;-15.8;-9.67;102.66;-18.33;120.18;0
0.45;-13.43;-10.85;98.5;-27.78;119.76;0
0.61;-11.21;-11.01;88.17;-42.91;113.54;0
1.39;-9.55;-11.26;77.21;-53;103.52;0
1.98;-8.49;-11.33;67.46;-53.7;89.51;0
2.04;-7.46;-11.42;58.68;-52.21;74.57;0
2.17;-6.81;-11.66;45.84;-51.27;60.98;0
2.24;-6.01;-11.65;28.79;-53.07;47.52;0
2.98;-4.96;-11.76;14.53;-52;34.67;0
