=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.12.15 19:18:05 =~=~=~=~=~=~=~=~=~=~=~=
-6.69;0.80;-11.57;43.38;-81.33;42.02;
-4.43;1.46;-12.22;39.40;-115.76;53.34;
-0.80;1.05;-10.88;34.87;-131.53;59.80;
2.98;0.32;-9.22;27.29;-111.53;60.86;
4.72;-1.81;-7.71;28.85;-61.56;61.54;
4.61;-4.46;-9.12;33.79;-13.43;70.40;
3.84;-7.89;-11.37;24.28;19.69;90.11;
4.17;-12.96;-11.52;3.83;45.61;118.44;
4.79;-18.80;-10.33;3.15;60.58;138.08;
6.44;-19.55;-9.14;26.95;79.22;125.76;
5.48;-19.55;-9.87;36.29;95.46;109.26;
3.72;-19.55;-11.14;31.27;98.02;96.81;
3.34;-19.55;-10.27;19.81;86.64;90.63;
3.44;-19.55;-9.20;15.01;76.19;84.60;
3.32;-19.55;-8.87;13.78;60.48;81.09;
3.91;-19.55;-9.06;7.73;37.35;73.26;
3.73;-19.55;-9.33;1.99;19.62;67.78;
3.57;-19.55;-9.66;1.60;13.30;62.47;
2.75;-18.04;-10.01;5.33;3.32;50.61;
2.46;-15.83;-10.44;8.82;-11.90;39.99;
3.61;-13.24;-10.40;9.62;-18.91;24.88;
4.38;-10.36;-10.20;10.37;-31.35;6.09;
5.03;-7.85;-10.77;9.73;-46.78;-11.91;
5.17;-5.68;-11.78;5.53;-43.03;-29.30;
4.97;-3.43;-14.30;-4.80;-5.59;-42.60;
4.19;-0.49;-15.57;-20.63;33.46;-42.95;
3.04;2.80;-13.61;-26.99;40.16;-32.50;
2.81;4.65;-10.48;-28.11;2.03;-23.52;
1.80;4.76;-8.33;-27.92;-39.21;-27.33;
-2.86;1.42;-6.39;-15.63;-98.69;-36.51;
-8.21;-2.25;-5.73;4.63;-157.58;-30.40;
-12.79;-5.00;-4.59;38.12;-175.75;-8.30;
-15.59;-7.53;-7.32;55.82;-116.89;24.25;
-14.03;-9.88;-8.38;43.70;-30.74;82.83;
-5.54;-7.89;-7.60;33.62;32.50;134.13;
2.36;-1.58;-11.11;24.77;100.76;140.86;
6.94;5.66;-12.34;-6.83;148.46;118.95;
9.05;6.99;-8.22;-38.73;143.71;71.18;
3.74;2.15;-5.46;-38.49;169.59;47.79;
6.48;-3.45;-18.18;-46.82;190.73;31.80;
19.52;-8.56;-29.40;-160.28;-26.65;-37.09;
19.52;-19.55;1.11;-61.14;47.44;-114.36;
-8.38;-19.55;-21.79;12.92;-0.13;-76.71;
-13.50;-19.55;-7.99;-22.11;-204.49;2.39;
11.21;-18.50;4.46;65.48;-190.83;-15.63;
17.90;-13.32;-16.06;57.78;-115.05;-69.66;
18.75;-15.07;-20.85;11.10;-6.55;-109.70;
15.84;-17.28;-21.25;-25.68;53.31;-146.69;
7.87;-19.55;-18.59;-54.47;79.94;-162.39;
-0.60;-19.55;-14.82;-56.05;52.80;-156.61;
-5.95;-19.55;-12.35;-46.68;9.41;-139.95;
-4.79;-18.66;-10.81;-36.92;-20.41;-124.37;
-1.79;-15.57;-10.85;-28.40;-32.02;-116.51;
-0.14;-13.58;-11.11;-31.11;-26.69;-121.37;
-0.09;-12.15;-10.06;-38.38;-17.70;-129.73;
-2.09;-10.47;-7.64;-34.93;-20.49;-128.03;
-3.84;-7.32;-6.59;-29.40;-24.55;-119.37;
-3.91;-5.95;-5.93;-22.21;-36.80;-106.03;
-3.34;-5.41;-6.16;-8.90;-37.36;-88.88;
-2.57;-4.53;-6.46;3.94;-32.69;-72.99;
-2.13;-3.57;-6.87;8.29;-12.84;-57.37;
-3.34;-2.15;-7.26;2.89;20.75;-41.17;
-5.58;-0.93;-7.64;-2.03;37.29;-21.52;
-7.70;-0.34;-8.51;4.11;28.39;2.12;
-8.45;-0.05;-10.06;21.04;1.14;20.19;
-9.06;-0.07;-10.93;32.29;-35.53;45.41;
-7.24;0.03;-11.66;29.37;-78.70;62.69;
-3.84;-0.11;-11.19;24.32;-111.58;72.00;
-0.26;-0.14;-8.24;29.79;-120.67;78.08;
2.95;-1.10;-5.79;44.54;-95.08;81.56;
4.72;-1.44;-6.97;55.14;-32.88;84.79;
5.12;-2.30;-9.29;50.66;30.74;89.49;
5.07;-5.03;-10.63;39.46;73.73;95.83;
5.79;-9.51;-10.99;33.86;97.61;106.18;
5.62;-15.75;-11.14;30.93;118.74;126.18;
4.45;-19.55;-11.10;30.01;127.18;143.18;
4.71;-19.55;-8.49;46.91;129.96;129.29;
3.65;-19.55;-8.96;62.39;121.44;111.22;
2.85;-19.55;-10.18;48.26;103.80;107.17;
2.60;-19.55;-9.95;26.68;95.24;107.98;
2.72;-19.55;-9.32;19.40;97.24;104.44;
3.04;-19.55;-9.46;19.99;83.60;89.87;
1.96;-19.55;-9.92;22.00;59.61;77.83;
0.48;-19.55;-10.53;20.09;37.92;62.81;
-0.30;-18.79;-10.55;16.85;11.37;51.47;
-0.11;-16.47;-11.03;10.93;-13.47;48.36;
1.63;-14.05;-11.73;2.91;-26.49;41.37;
3.74;-11.87;-11.92;-1.97;-30.07;25.18;
5.22;-10.24;-11.49;-3.13;-31.67;3.13;
6.40;-7.59;-12.49;-4.63;-21.66;-23.36;
7.12;-3.98;-13.60;-13.99;-11.27;-46.51;
6.82;-1.29;-12.99;-22.25;-1.39;-59.20;
4.76;0.11;-12.28;-25.93;5.01;-68.57;
-0.08;0.61;-10.11;-26.33;-18.68;-69.14;
-3.65;1.32;-7.78;-14.24;-77.10;-54.05;
-4.77;1.96;-8.33;-3.28;-117.90;-39.08;
-4.93;1.80;-10.88;-14.74;-124.78;-28.97;
-3.84;0.21;-11.06;-37.14;-109.05;-21.27;
-4.28;-4.09;-6.58;-28.32;-86.28;-3.22;
-6.32;-7.14;-2.94;16.14;-68.03;19.99;
-8.59;-9.83;-6.58;43.58;-28.47;54.09;
-5.18;-5.62;-13.01;25.34;40.61;85.63;
-0.50;0.72;-14.57;-18.95;106.90;106.88;
7.48;3.90;-9.00;-42.70;123.01;82.98;
7.31;1.64;-1.75;-19.08;102.46;50.97;
4.03;-0.09;-6.75;-1.76;103.12;42.47;
10.04;-2.17;-20.20;-23.89;112.88;26.21;
18.95;-4.20;-29.44;-141.54;31.34;-29.33;
19.52;-19.55;-2.49;-102.33;94.13;-108.53;
6.13;-19.55;-13.70;11.59;72.64;-130.71;
-16.56;-19.55;-14.10;-14.11;-125.60;-66.56;
-5.08;-19.55;3.66;15.76;-133.71;-3.45;
11.88;-15.14;-9.70;66.92;-128.46;-32.36;
16.03;-13.13;-19.24;27.10;-16.61;-89.26;
16.95;-17.91;-19.76;-7.92;39.99;-137.99;
8.32;-19.55;-18.03;-29.95;71.80;-160.82;
-1.17;-19.55;-15.45;-36.12;42.58;-154.68;
-7.26;-19.55;-13.46;-35.64;-0.68;-135.88;
-4.96;-19.07;-11.01;-27.66;-27.22;-118.96;
-0.59;-16.24;-10.75;-23.18;-24.52;-118.75;
0.35;-14.93;-10.27;-21.37;-3.35;-126.30;
-1.37;-12.81;-10.66;-23.47;11.70;-130.13;
-3.74;-10.83;-9.44;-26.90;7.70;-124.63;
-4.65;-7.66;-7.23;-21.27;-9.52;-112.83;
-4.19;-5.95;-6.63;-9.41;-27.55;-100.08;
-3.37;-4.57;-6.68;-2.86;-28.41;-87.61;
-2.17;-3.66;-6.74;7.50;-18.04;-76.59;
-2.27;-3.22;-7.63;16.33;-5.55;-65.43;
-3.67;-2.13;-8.28;10.69;13.74;-47.66;
-5.58;-0.82;-8.21;2.60;22.65;-24.52;
-7.23;-0.37;-8.66;9.66;5.74;-0.09;
-8.69;-0.40;-10.52;28.37;-30.37;18.44;
-9.42;0.09;-11.98;39.43;-74.65;42.89;
-8.13;0.55;-13.41;24.34;-110.71;59.38;
-4.89;0.28;-11.48;16.34;-129.15;71.12;
-0.93;0.03;-8.53;29.72;-130.26;77.61;
2.06;-0.53;-7.27;45.54;-105.25;82.43;
3.93;-1.47;-8.82;45.84;-58.02;89.52;
4.61;-4.20;-10.34;35.75;-6.04;100.00;
5.86;-9.12;-11.14;26.46;39.08;117.69;
6.10;-17.70;-12.16;16.80;72.04;153.02;
6.49;-19.55;-11.97;19.98;82.41;179.18;
8.49;-19.55;-7.66;48.00;94.27;142.71;
6.43;-19.55;-8.63;58.45;113.37;113.60;
4.66;-19.55;-9.93;40.21;123.83;104.97;
3.77;-19.55;-9.69;23.08;127.49;107.84;
2.45;-19.55;-9.22;19.24;116.12;101.05;
1.81;-19.55;-9.34;22.46;87.58;88.21;
1.43;-19.55;-10.12;25.19;51.93;77.47;
0.27;-19.55;-10.64;23.56;15.03;72.90;
0.43;-18.98;-11.14;22.06;-15.38;73.12;
2.10;-16.03;-11.92;18.65;-27.90;67.50;
4.60;-13.47;-13.46;7.08;-18.17;55.75;
6.86;-10.32;-13.02;-5.20;-8.64;37.83;
9.47;-7.03;-13.05;-16.12;-5.42;13.43;
10.44;-3.46;-12.37;-24.20;-4.91;-20.26;
8.81;-0.82;-11.15;-20.92;-0.42;-48.24;
5.39;0.18;-10.15;-4.27;3.17;-64.11;
1.29;0.47;-11.20;5.47;-1.42;-73.39;
-3.71;0.87;-10.51;2.26;-54.99;-67.43;
-7.60;0.86;-6.94;1.75;-149.93;-46.13;
-6.25;1.36;-6.22;13.30;-211.83;-25.83;
-2.73;0.18;-11.32;8.69;-194.04;-26.46;
-2.17;-0.67;-13.18;-14.50;-124.09;-24.06;
-4.35;-3.16;-7.34;-20.99;-56.99;-4.59;
-8.01;-8.98;1.18;20.82;-10.26;33.82;
-9.09;-11.85;-2.87;63.47;35.61;84.82;
-5.46;-5.49;-15.04;33.56;95.46;123.73;
0.92;3.10;-16.01;-25.92;142.79;123.83;
6.64;4.70;-12.03;-65.15;166.00;85.86;
4.00;1.71;-6.41;-35.13;173.35;48.68;
5.90;0.54;-8.59;-27.03;143.29;45.50;
13.39;-3.55;-18.91;-43.60;97.51;11.68;
19.52;-14.40;-20.09;-140.01;-45.10;-86.50;
5.17;-19.55;-3.26;-11.02;93.38;-98.04;
-12.09;-19.55;-23.93;22.99;-76.96;-12.49;
-2.38;-16.16;-5.83;-23.21;-161.14;29.10;
15.40;-14.73;-0.85;51.55;-108.66;-30.86;
15.63;-12.27;-19.09;30.60;-51.21;-83.24;
13.84;-17.51;-19.00;-10.90;20.23;-121.67;
8.64;-19.55;-18.32;-26.95;46.19;-148.47;
1.98;-19.55;-17.73;-40.19;28.61;-147.59;
-2.07;-19.55;-14.74;-46.45;-7.18;-139.03;
-3.11;-19.55;-11.19;-38.08;-36.29;-133.95;
-2.62;-18.98;-10.12;-26.08;-55.49;-127.36;
-1.24;-16.68;-10.94;-22.35;-57.10;-124.84;
0.67;-14.86;-11.41;-28.55;-41.84;-130.76;
0.87;-13.09;-9.93;-33.63;-25.85;-134.53;
-1.68;-10.36;-8.06;-30.70;-22.41;-131.46;
-3.36;-7.51;-7.21;-23.25;-31.70;-122.84;
-3.27;-5.29;-7.03;-16.92;-39.93;-114.24;
-2.40;-4.00;-6.86;-11.66;-34.37;-102.30;
-1.56;-3.78;-7.68;-7.35;-22.87;-89.10;
-0.74;-3.73;-8.15;-2.79;-3.82;-76.82;
-2.53;-3.63;-8.06;1.30;12.68;-62.98;
-6.03;-2.39;-8.08;-1.34;5.15;-41.55;
-8.53;-0.66;-8.46;-1.08;-26.39;-16.01;
-9.88;0.04;-9.63;9.06;-58.68;6.15;
-9.84;0.16;-9.68;29.57;-85.18;32.88;
-6.95;0.51;-10.86;37.83;-111.74;52.09;
-2.10;0.55;-10.86;40.60;-132.33;62.77;
2.11;0.19;-8.87;40.37;-124.42;67.40;
4.66;-0.11;-5.35;40.76;-74.08;68.66;
5.39;-0.68;-5.02;45.72;-1.31;70.50;
5.72;-2.22;-7.74;48.09;63.64;72.96;
5.57;-4.83;-10.27;45.47;101.90;81.83;
5.13;-9.49;-11.68;42.49;120.25;100.27;
4.32;-15.07;-11.82;38.97;129.54;126.99;
3.76;-19.55;-11.42;43.90;143.19;150.99;
3.70;-19.55;-10.28;58.04;156.24;144.45;
2.56;-19.55;-10.75;62.89;148.52;124.83;
2.84;-19.55;-10.87;49.49;125.51;112.04;
3.61;-19.55;-10.98;29.85;104.98;113.99;
4.35;-19.55;-10.58;15.01;100.46;110.85;
4.93;-19.55;-10.26;8.49;83.10;96.43;
5.50;-19.55;-9.76;13.64;59.65;83.96;
3.79;-19.55;-10.52;19.67;36.72;74.87;
2.27;-19.55;-11.43;19.93;12.21;71.12;
2.94;-16.59;-11.59;18.39;-19.80;67.21;
4.26;-13.69;-10.61;14.85;-48.43;53.03;
5.13;-11.66;-9.32;11.82;-66.86;33.15;
5.93;-9.38;-9.10;8.23;-69.83;9.88;
6.21;-6.52;-10.55;5.57;-52.24;-19.40;
5.48;-3.29;-12.37;3.85;-22.78;-44.01;
4.81;-1.33;-13.92;-5.95;7.74;-58.95;
3.97;0.84;-13.23;-24.07;17.73;-65.33;
2.36;1.87;-9.44;-26.63;-14.84;-63.56;
-0.43;1.39;-6.05;-4.42;-65.17;-51.84;
-2.49;2.11;-7.95;14.50;-78.71;-38.79;
-5.14;0.78;-12.08;1.76;-70.36;-31.03;
-7.06;-0.58;-11.93;-26.44;-71.29;-15.30;
-8.58;-2.83;-7.45;-28.80;-59.10;7.31;
