label;gyro_z_avg;gyro_x_avg;acc_y_stdev;gyro_z_stdev;gyro_x_stdev;acc_x_min;acc_z_min;gyro_z_min;gyro_x_min;acc_z_max;gyro_z_max;acc_x_max;acc_y_avg;gyro_x_max;gyro_y_avg;gyro_y_stdev;acc_z_stdev;acc_x_stdev;gyro_y_min;acc_y_min;gyro_y_max;acc_y_max;acc_x_avg;acc_z_avg
0;-107.01;-45.3;3.29;56.2;25.7;-8.13;-6.27;-217.1;-89.03;5.59;-41.89;20.99;-12.48;-13.65;15.6;52.96;3.4;6.67;-169.09;-20.11;79.12;-6.85;-0.63;0.02
0;111.38;51.58;4.96;205.42;75.51;-8.6;-12.65;-208.19;-95.11;0.1;375.88;13.73;-9.13;131.03;-5.33;111.29;3.32;5.93;-263.7;-20.89;184.64;-2.13;5.19;-3.25
0;-112.43;-48.89;3.2;60.05;26.01;-9.53;-6.75;-236.69;-92.07;6.05;-42.28;18.48;-12.9;-14.18;13.32;52.06;3.55;6.89;-147.29;-21.36;81.07;-8.07;-1;0.58
0;121.97;59.86;5.65;205.05;77.8;-11.08;-13.25;-214.55;-94.71;0.21;369.94;12.59;-9.07;128.39;-5.16;100.38;3.52;5.7;-242.69;-22.17;140.4;-0.99;5.55;-3.34
0;-111.91;-46.93;2.86;55.65;20.71;-9.72;-5.95;-230.64;-79.26;5.72;-50.74;15.5;-12.6;-21.47;11.56;46.34;3.11;6.49;-124.4;-19.64;83.48;-8.11;-0.74;0.61
0;117.67;49.06;5.9;213.69;72.1;-9.93;-13.42;-221.46;-102.73;1.8;407.67;18.75;-8.98;125.1;-4.73;130.71;4.08;6.84;-275.94;-22.72;198.05;-1.55;5.32;-3.39
0;-111.01;-50.46;3.5;62.22;27.75;-8.78;-7.79;-234.04;-93.96;5.47;-34.99;24.92;-12.94;-10.69;8.59;64.45;3.82;8.15;-182.21;-21.04;124.37;-6.84;-0.78;0.55
0;107.3;56.31;5.82;200.26;79.93;-8.65;-13.91;-222.66;-105.22;4.08;366.26;14.31;-9;135.05;2.37;111.68;3.67;5.89;-290.2;-23.07;181.57;-0.19;5.55;-3.55
0;-107.42;-44.92;2.68;57.13;22.58;-9.45;-3.92;-226.16;-79.12;8.27;-46.2;17.18;-12.45;-11.4;9.05;54.62;3.51;6.42;-169.08;-19.55;80.79;-8.76;-1.09;0.5
0;107.34;59.36;5.33;199.72;73.93;-9.23;-13.72;-218.39;-99.01;1.89;346.64;13.89;-8.95;128.41;-1.26;114.22;3.54;6.24;-296.94;-21.24;198.28;-0.48;5.23;-3.5
0;-110.66;-51.15;3.71;57.71;25.1;-10.06;-8.08;-225.67;-92.84;6.17;-42.7;20.54;-12.82;-17.09;13.29;50.68;3.64;6.93;-158.34;-20.81;99.15;-7.73;-0.87;0.54
0;106.27;61.47;5.1;203.96;86.78;-11.17;-13.87;-213.61;-93.52;2.7;369.58;15.92;-9.4;162.34;4.13;111.3;3.68;7.03;-277.71;-22.15;211.79;-0.56;5.45;-3.44
0;-113.37;-50.22;3.69;59.38;22.43;-8.18;-6.67;-229.93;-82.98;6.2;-46.69;15.09;-12.98;-22.97;9.54;40.59;3.51;6.1;-109.39;-22.06;57.66;-6.78;-0.93;0.49
0;114.74;52.84;5.37;197.43;68.31;-9.87;-14.76;-214.96;-94.49;0.21;360.59;14.05;-8.72;118.2;-1.54;117.77;3.54;6.21;-292.34;-22.85;158.6;-0.49;5.8;-3.64
0;-113.66;-47.21;2.96;56.15;22.81;-10.5;-6.18;-229.58;-82.98;6.96;-52.62;18.18;-12.84;-13.25;13.64;45.6;3.33;6.9;-120.28;-21.47;91.93;-7.99;-1.3;0.5
0;113.89;63.94;5.56;206.99;79.65;-9.79;-13.3;-212.6;-99.39;2.09;380.13;16.73;-8.75;150.02;6.22;122.14;3.4;6.56;-303.02;-22.91;198.54;-1.54;6.01;-3.89
0;-112.04;-50.08;3.32;58.67;25.45;-9.89;-7.68;-228.91;-88.71;7.41;-43.54;18.97;-12.92;-14.87;10.73;62.64;3.95;7.24;-186.47;-20.11;111;-7.08;-1.1;0.63
0;105.73;55;4.78;194.43;77.77;-10.78;-13.92;-219.08;-88.52;0.57;343.99;12.68;-9.1;130.11;-4.02;101.48;3.42;5.82;-285.86;-20.93;173.81;-1.96;5.44;-3.43
0;-111.02;-48.38;2.76;54.63;25.05;-9.01;-8.35;-226.06;-82.79;5.51;-44.21;13.85;-12.73;-15.6;13.09;44.57;3.77;6.28;-103.7;-18.52;70.62;-7.3;-0.81;0.44
0;100.27;56.42;4.9;191.34;77.6;-7.79;-13.07;-220.2;-96.64;1.51;330.29;11.91;-9.17;134.52;-0.52;92.73;3.19;5.47;-246.91;-19.91;134.21;-1.9;5.48;-3.31
0;-111.44;-49.74;2.73;59.73;23.08;-10.25;-4.13;-235.59;-87.75;6.04;-40.73;12.94;-12.65;-20.15;13.81;40.36;3.3;5.9;-110.15;-20.72;67.46;-8.53;-1.03;0.54
0;113.38;59.55;4.88;195.83;76.41;-8.57;-14.33;-213.54;-91.77;-0.22;353.54;14.15;-8.81;133.1;-1.09;94.74;3.2;5.73;-267.24;-21.71;139.05;-1.65;5.82;-3.77
