=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.03.20 16:29:29 =~=~=~=~=~=~=~=~=~=~=~=
3.96;-17.62;4.60;-30.67;-99.72;-253.33;
-3.68;-13.56;5.33;-31.69;-144.39;-256.16;
-4.62;0.15;-0.62;-33.78;-178.13;-240.75;
7.17;10.75;-9.68;-49.96;-198.65;-222.89;
19.88;8.39;-13.25;-71.83;-149.73;-212.56;
23.23;-0.59;-9.29;-74.73;-23.03;-204.89;
19.10;-7.54;-3.72;-59.19;95.03;-189.44;
11.30;-13.28;-1.23;-43.32;131.14;-163.98;
3.12;-18.09;-1.66;-34.44;84.44;-140.66;
0.59;-17.91;-3.43;-29.34;6.87;-130.92;
6.97;-12.50;-5.12;-25.71;-39.01;-126.58;
16.58;-7.98;-5.58;-24.88;-24.57;-113.05;
20.68;-10.05;-5.19;-26.40;30.10;-92.08;
16.72;-16.58;-4.67;-25.61;81.90;-77.67;
8.84;-20.91;-3.48;-19.70;101.83;-77.89;
2.26;-20.98;-1.31;-10.56;90.54;-87.47;
-0.73;-19.57;0.39;-1.92;66.53;-95.48;
-0.69;-18.96;0.52;3.81;47.04;-96.87;
0.42;-19.21;-0.10;7.43;40.16;-94.12;
0.40;-19.53;-0.57;11.07;47.83;-90.41;
-1.73;-19.40;-1.13;14.75;68.57;-85.50;
-4.92;-18.39;-1.65;17.88;98.22;-77.61;
-7.43;-16.26;-1.32;21.94;129.54;-67.19;
-9.00;-13.34;0.01;28.25;149.74;-59.58;
-10.72;-10.51;1.05;33.96;143.91;-63.58;
-13.24;-8.66;0.04;32.97;107.09;-83.82;
-15.79;-8.17;-2.75;23.06;51.06;-113.71;
-17.00;-8.75;-4.66;11.06;-4.80;-141.42;
-15.95;-9.82;-3.83;6.78;-47.06;-163.49;
-13.22;-10.68;-1.72;10.61;-69.55;-185.03;
-11.06;-11.07;-1.04;12.15;-62.67;-205.27;
-10.50;-11.39;-1.31;2.72;-16.53;-213.15;
-9.76;-12.13;-0.16;-14.56;52.95;-202.16;
-7.53;-13.45;1.80;-28.70;107.57;-179.80;
-4.98;-15.14;1.55;-33.08;123.92;-157.44;
-3.47;-16.99;-1.77;-29.08;101.11;-137.51;
-3.07;-18.68;-5.50;-19.75;50.39;-112.97;
-2.47;-19.65;-6.73;-5.66;-3.45;-81.86;
0.09;-19.56;-5.53;11.60;-33.41;-56.30;
4.31;-18.16;-3.97;26.64;-31.59;-40.55;
8.50;-15.15;-2.88;37.39;-11.26;-17.67;
12.11;-11.04;-1.58;45.79;7.21;23.87;
14.63;-7.12;-0.19;50.37;8.18;75.40;
15.06;-4.40;0.13;48.89;-12.00;125.69;
13.75;-3.27;-1.13;43.04;-41.39;171.78;
12.20;-3.27;-2.70;36.66;-58.98;212.39;
11.30;-3.29;-2.92;32.54;-55.49;241.59;
