=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.03.20 16:19:42 =~=~=~=~=~=~=~=~=~=~=~=;;;;;
-2.61;-9.44;-2.49;-11.1;82.93;-87.6
f~f~xxxx~`~ff~fff`ff`~fxff`ff`f`fxf~f~fff~fxfffx~fx~`fx~fx~`fx~~fx~`fx`xx~xxxxxxfxfxxfxxxf`f-1.25;-1.92;-0.26;2.08;-6.67;-18.09
-5.68;-8.78;-1.21;9.66;-35.36;-83.56
-11.23;-17.68;-2.63;20.05;-87.66;-170.84
-13.3;-21.95;-3.86;26.48;-143.79;-217.2
-11.58;-21.05;-4.71;28.37;-189.69;-215.21
-8.94;-19.13;-5.54;29.73;-224.78;-203.24
-6.24;-17.74;-7.09;31.06;-246.55;-201.66
-2.65;-15.58;-10.05;29.27;-252.52;-197.31
1.14;-12.69;-12.98;25.84;-245.56;-164.21
4.22;-10.47;-12.67;28.66;-217.02;-94.65
7.71;-9.01;-8.49;41.45;-149.03;-10
11.72;-7.85;-3.63;58.95;-52.66;62.08
13.85;-6.92;-1.2;73.45;34.94;111.36
12.8;-5.73;-1.69;78.73;96.63;143.7
9.64;-4.12;-3.17;71;141.59;167.39
6.03;-3.06;-3.04;54.42;177.39;185.54
3.02;-3.24;-0.68;40.99;194.32;199.4
0.56;-4.03;2.11;37.69;170.61;214.1
-1.85;-4.35;3.43;38.59;97.29;233.02
-3.74;-3.92;2.85;33.77;-3.62;248.91
-3.65;-3.66;1.02;21.73;-95.9;253.75
-0.7;-4.75;-1.14;9.42;-157.88;250.9
4.19;-7.11;-2.74;3.36;-184.55;248.11
8.98;-9.34;-3.25;5.12;-174.89;247.97
12.28;-10.14;-2.78;12.31;-135.02;248.91
14.08;-9.37;-2.21;20.66;-83.49;249.35
14.85;-8.1;-2.53;26.33;-37.3;249.21
14.69;-7.43;-3.69;27.54;0.46;248.99
13.76;-7.54;-4.62;24.28;32.89;248.95
12.71;-8.3;-4.47;17.77;56.43;249.01
11.99;-9.88;-3.39;10.09;64.2;249.05
11.65;-12.07;-2.36;2.9;58.19;249.04
11.46;-14;-2.13;-3.63;45.98;249.03
11.18;-15.02;-2.47;-9.78;30.33;245.01
10.8;-15.1;-2.98;-15.3;14.29;225.11
10.75;-14.48;-3.34;-19.76;5.63;181.09
11.96;-13.26;-3.1;-22.37;6.41;120.26
14.68;-11.4;-2.36;-24.19;11.43;54.78
17.22;-9.38;-1.62;-28.49;18.7;-10.59
17.43;-8.27;-0.77;-34.39;28.1;-73.52
15.26;-8.72;0.44;-36.6;29.68;-127.86
10.79;-10.96;0.84;-35.05;19.21;-161.12
1.81;-15.06;0.73;-31.56;23.56;-157.7
-10.1;-18.59;3.24;-21.64;27.31;-122.06
-16.61;-17.88;6.64;-7.74;-54.19;-86.31
-12.11;-13.55;4.93;-1.93;-201.52;-79.41
0.72;-10.74;-2.03;-7.23;-286.86;-106.37
14.19;-11.75;-8.13;-18.62;-265.24;-150.07
21.18;-12.1;-9.05;-33.47;-165.77;-181.76
20.44;-8.3;-5.85;-46.33;-20.55;-179.43
15.79;-3.91;-2.16;-48.98;106.05;-144.57
10.71;-3.63;-0.97;-42.88;159.01;-104.22
6.43;-7.67;-2.13;-36.14;157.52;-85.8
2.55;-12.86;-2.77;-29.35;142.76;-88.8
-1.89;-15.57;-1.26;-17.76;110.84;-91.37
-6.11;-14.37;0.68;-3.63;40.83;-80.19
-7.12;-10.96;0.24;3.23;-49.89;-63.25
-3.4;-8.54;-2.49;-0.55;-110.07;-54.37
2.64;-8.48;-4.9;-6.51;-104.16;-55.72
6.75;-9.31;-5.5;-8.02;-43.21;-59.66
6.32;-9.44;-5.02;-7.96;30.04;-60.39
2.1;-9.27;-4.42;-9.5;77.15;-59.37
-2.96;-9.59;-3.58;-10.35;85;-61.48
-6.28;-9.88;-2.39;-8.96;62.78;-68.21
-6.7;-9.44;-1.52;-8.22;29.77;-76.47
-4.3;-8.85;-1.31;-10.22;5.71;-83.68
-0.35;-9.21;-1.3;-13.2;2.89;-90
3.02;-10.39;-1.4;-15.82;20.73;-94.81
4.17;-11.36;-2.11;-19.19;48.8;-95.75
3.57;-11.81;-2.86;-22.51;75.35;-94.01
2.76;-12.14;-2.25;-22;92.31;-95.02
1.98;-12.43;-0.45;-16.9;96.89;-100.85
0.65;-12.48;1.16;-10.84;91.81;-108.26
-0.88;-12.38;1.64;-7.05;82.62;-114.88
-1.98;-12.71;1.07;-5.22;73.83;-121.78
-2.86;-13.98;0.41;-2.99;66.48;-130.55
-3.72;-15.74;0.23;0.58;60.14;-141.47
-3.94;-16.8;0.08;3.77;57.33;-153.77
-3.22;-16.7;-0.38;4.68;61.69;-166.01
-2.48;-16.18;-0.83;3.75;72.26;-176.75
-3.08;-16.18;-0.52;3.25;83.55;-185.74
-5.16;-16.74;0.61;4.11;90.94;-194.17
-7.81;-17.19;1.51;4.73;94.68;-203.21
-10.56;-17.28;1.27;3.92;98.1;-210.55
-13.41;-17.52;-0.22;2.28;103.27;-211.63
-15.46;-18.24;-2.54;0.17;107.81;-206.16
-15.55;-19.11;-5.23;-0.56;104.01;-197.73
-14.01;-19.61;-7.42;3.52;81.78;-188.18
-12.07;-19.51;-6.95;11.18;28.34;-178.77
-9.58;-18.54;-3.95;16.99;-67.02;-175.15
-5.4;-16.36;-3.4;16.84;-181.85;-177.53
-0.63;-13.93;-7.96;9.85;-258.42;-166.91
2.51;-12.48;-12.14;2.89;-258.05;-124.03
4.58;-11.23;-10.2;6.57;-188.09;-56.91
7.55;-9.14;-4.61;19.42;-91.32;9.81
10.65;-7.05;-0.88;29.59;-15.03;62.39
11.58;-5.71;-0.25;30.73;33.12;102.51
9.78;-4.7;-0.85;24.89;74.63;135.7
6.72;-3.8;-0.92;17.12;115.54;164.97
4.03;-3.31;0.11;12.78;141.89;190.97
2.2;-3;1.62;13.4;139.88;214.38
0.74;-2.37;2.61;14.39;106.59;235.14
-0.44;-1.53;2.75;10.55;51.01;249.05
-0.64;-1.2;2.07;2.02;-11.64;252.75
0.32;-2.24;0.76;-6.28;-66.8;250.39
1.81;-4.59;-0.33;-9.1;-103.57;248.24
3.5;-7.11;-0.37;-4.98;-119.26;248.21
5.72;-8.97;0.3;4.02;-122.41;248.96
8.68;-10.46;0.35;16.34;-122.7;249.29
12.1;-11.85;-0.87;31.71;-115.47;249.16
15.23;-12.42;-2.46;47.8;-84.94;248.99
17.27;-11.68;-3.07;59.26;-26.7;248.96
17.76;-10.43;-2.56;61.5;41.86;249.02
16.73;-9.72;-1.93;53;96.19;249.05
14.85;-10.03;-1.99;35.73;120.52;249.04
13;-11.48;-2.61;14.99;113.5;249.03
11.49;-13.57;-3.08;-2.93;86.64;244.26
10.22;-15.1;-3.08;-12.49;52.07;221.45
9.29;-15.15;-2.73;-12.01;13.46;173.28
9.52;-13.96;-2.01;-5.62;-26.58;110.35
11.99;-12.18;-1.31;-0.27;-55.97;45.44
15.91;-10.09;-1.05;-1.97;-59.32;-19.72
18.54;-8.02;-0.87;-11.46;-39.11;-85.36
18.01;-6.88;-0.66;-22.9;-19.78;-144.75
13.51;-8.26;-1.77;-32.69;-21.97;-182.29
3.52;-13.13;-2.64;-40.18;-25.35;-174.04
-9.36;-18.61;1.89;-35.27;-16.62;-119.61
-15.55;-19.59;8.28;-14.77;-62.9;-67.84
-9.55;-15.06;6.52;0.37;-182.29;-65.18
3.57;-10.39;-3.05;-7.08;-266.5;-107.97
15.49;-10.12;-11.18;-30.02;-235.75;-162.67
20.89;-10.9;-11.61;-47.96;-109.29;-195.29
19.5;-8.12;-5.86;-47.5;32.31;-187.59
14.64;-4.13;-0.08;-36.5;106.78;-148.56
9.51;-3.99;1.28;-30.41;110.64;-109.47
5.5;-8.44;-0.9;-30.78;102.36;-94.68
2.42;-13.71;-2.53;-27.64;109.33;-98.89
-0.57;-15.54;-1.61;-15.59;102.53;-100.01
-3.29;-13.07;-0.14;-2.09;52.11;-87.57
-4.04;-9.4;-0.84;1.66;-26.03;-70.49
-1.55;-8;-3.3;-3.81;-82.43;-60.67
2.98;-9.22;-4.83;-7.87;-82.15;-59.9
6.37;-10.56;-4.58;-6.35;-31.85;-62.45
5.96;-10.3;-3.93;-5.48;33.57;-62.58
2.26;-9.39;-3.66;-9.18;78;-59.32
-1.71;-9.33;-3.29;-13.25;85.75;-57.12
-3.63;-9.93;-2.44;-13.42;67.37;-60.25
-3.44;-10.25;-1.35;-10.96;43.39;-67.26
-2.06;-10.09;-0.74;-9.76;25.94;-73.73
-0.12;-10.02;-1.42;-11.69;19.55;-77.6
1.77;-10.68;-2.75;-14.21;28.5;-80.28
2.65;-11.83;-2.74;-13.42;51.78;-84.49
1.81;-12.31;-1.04;-10.15;75.64;-90.31
-0.09;-11.57;0.51;-8.27;83.99;-94.91
-1.17;-10.51;0.73;-8.48;75.89;-97.99
-0.41;-10.36;0.54;-8.67;63.83;-102.5
1.1;-11.26;0.82;-7.53;58.06;-109.61
1.61;-12.58;0.95;-4.82;59.84;-117.76
0.31;-13.86;0.32;-0.4;65.16;-125.65
-2.23;-15.02;-0.49;4.65;68.38;-133.7
-4.52;-15.77;-0.83;7.84;66.61;-143.21
-5.3;-15.88;-0.88;7.82;63.66;-155.34
-4.71;-15.72;-0.88;6.15;66.13;-169.86
-4.33;-15.91;-0.49;5.21;75.28;-184.58
-5.46;-16.61;0.54;5.45;85.79;-197.13
-8.08;-17.48;1.61;5.79;93.26;-206.1
-11.48;-18.3;1.47;6.2;97.3;-210.1
-14.7;-19.03;-0.21;6.96;95.77;-209.57
-16.86;-19.5;-2.64;6.92;85.42;-206.68
-17.55;-19.6;-5.63;6.86;67.26;-200.86
-16.42;-19.5;-8.09;9.74;38.44;-190.2
-13.19;-19.33;-6.86;16.18;-20.45;-178.94
-8.08;-18.54;-3.42;22.39;-121.05;-176.76
-2.37;-16.6;-4.33;20.8;-223.07;-180.33
1.56;-14.48;-9.48;10.86;-266.57;-165.46
3.45;-12.97;-11.66;5.65;-237.23;-116.54
5.97;-11.08;-8.41;14.19;-160.68;-47.6
10.01;-8.5;-4;29.04;-73.68;17.81
12.91;-6.49;-1.92;38.86;-3.88;68.56
12.4;-5.29;-2.06;38.67;49.84;105.46
9.14;-4.27;-2.63;29.56;102.56;133.86
5.44;-3.56;-2.02;18.89;152.44;159.33
2.87;-3.28;-0.07;14.38;179.44;184.66
1.41;-2.93;2;14.89;167.48;209.76
0.25;-2.32;3.09;13.31;118.51;232.65
-0.61;-1.86;2.79;6.14;50.23;248.18
-0.38;-2.1;1.52;-3.83;-14.39;252.81
1.22;-3.26;0.29;-11.32;-59.4;250.65
3.51;-4.84;-0.16;-13.04;-81.25;248.32
5.73;-6.1;-0.03;-9.47;-85.98;248.15
7.64;-6.87;0.09;-3.21;-83.72;248.91
9.27;-7.43;-0.2;3.77;-81.24;249.29
10.58;-8.02;-0.88;10.9;-77.17;249.18
11.69;-9;-1.49;18.44;-67.55;249
13.14;-10.66;-1.85;27.53;-52.47;248.96
14.98;-12.39;-2.33;37.4;-31.4;249.01
16.33;-13.24;-2.97;42.66;-1.87;249.04
16.48;-13.48;-3.3;38.79;31.1;249.04
15.42;-13.86;-3.14;28.15;55.54;249.03
13.53;-14.23;-2.68;16.47;61.3;245.55
11.35;-14.24;-2.37;5.99;44.79;225.77
9.93;-14;-2.68;-4.44;12.99;177.39
10.32;-13.71;-2.91;-12.8;-17.78;109
12.65;-12.85;-2.28;-14.86;-31.76;42.54
15.7;-10.7;-1.55;-13.79;-21.12;-14.67
17.49;-7.93;-1.32;-17.83;9;-72.4
16.84;-6.44;-0.83;-26.61;37.56;-134.52
13.08;-7.72;-0.17;-33.66;35.29;-184.05
4.41;-11.99;0.02;-37.21;23.07;-187.95
-8.46;-17.25;1.98;-31.43;43.47;-133.57
-17.46;-19.17;6.21;-12.68;16.67;-65.23
-14.38;-15.53;6.42;1.65;-124.45;-43.91
-0.6;-11.18;-0.83;-6.38;-261.81;-82.66
14.37;-11.77;-9.26;-31.53;-270.38;-146.89
21.88;-13.77;-10.33;-50.95;-144.97;-190.33
20.96;-10.54;-3.96;-49.22;31.16;-188.75
15.57;-4.12;1.75;-38.02;142.54;-153.4
8.88;-1.99;1.75;-33.89;154.22;-116
2.84;-6.58;-1.68;-34.12;126.85;-99.28
-1.54;-13.4;-3.91;-27.79;105.4;-98.11
-4.45;-16.5;-3.21;-12.71;72.01;-94.15
-5.69;-13.84;-1.76;1.1;5.13;-82.46
-4.22;-9.03;-2.09;3;-71.89;-71.33
-0.07;-6.87;-3.9;-4.04;-112.09;-64.56
4.94;-7.84;-4.98;-9.34;-93.1;-59.46
8.07;-9.19;-4.54;-10.04;-31.09;-55.83
7.27;-9.56;-3.77;-10.77;38.21;-54.65
3.29;-9.77;-3.35;-13.41;81;-54.42
-1.04;-10.53;-2.73;-14.63;84.6;-54.84
-3.62;-11.21;-1.54;-12.1;61.82;-57.85
-4.23;-11.02;-0.36;-8.38;32.48;-63.56
-3.27;-10.24;-0.06;-7.46;9.46;-69.59
-1.2;-9.74;-1;-10.85;2.18;-74.4
1.05;-9.99;-2.37;-15.89;17.01;-78.95
2.15;-10.77;-2.73;-17.69;46.78;-85.05
1.51;-11.47;-1.8;-15.27;70.28;-91.95
0.16;-11.78;-0.66;-12.04;73.18;-96.76
-0.29;-12;-0.04;-9.99;62.4;-98.76
0.53;-12.36;0.21;-8.17;54.19;-100.39
1.44;-12.71;0.11;-5.66;56.41;-104.36
0.98;-13.05;-0.27;-2.68;65.04;-111.7
-1.2;-13.37;-0.55;-0.32;72.52;-121.83
-3.92;-13.51;-0.79;0;74.84;-133.77
-5.71;-13.73;-1.21;-1.64;72.54;-146.75
-5.92;-14.43;-1.33;-3.31;68.56;-160.28
-5.02;-15.5;-0.67;-3.71;65.87;-174.05
-4.31;-16.48;0.34;-3.46;67.96;-187.18
-4.75;-17.04;1.19;-3.12;76.23;-198.55
-6.59;-17.14;2;-2.24;86.19;-206.99
-9.46;-17.02;2.52;-0.75;92.01;-210.73
-12.29;-17.19;1.76;-0.34;91.41;-210.01
-14.07;-18.02;-0.41;-2.59;86.23;-206.68
-14.73;-19.12;-3.75;-4.75;79.79;-199.9
-14.09;-19.72;-7.18;-2.3;68.56;-187.61
-11.6;-19.57;-6.88;5.16;34.95;-173.02
-7.46;-18.67;-2.81;13.56;-45.31;-166.52
-2.95;-16.94;-2.53;15.18;-162.29;-169.81
-0.35;-15.09;-8.41;6.59;-251.84;-161.09
-0.18;-13.56;-12.07;-1.12;-257.28;-118.86
1.13;-11.28;-8.72;5.01;-184.35;-51.51
6.11;-8.11;-3.48;20.17;-87.49;15.74
11.6;-5.68;-1.37;29.67;-16.35;68.76
13.4;-4.53;-1.81;27.67;30.47;108.04
11.4;-3.82;-2.3;19;82.33;138.43
8.02;-3.24;-1.52;10.85;143.28;163.6
4.99;-2.97;0.42;8.22;187.39;185.74
2.42;-2.66;2.29;10.19;188.9;206.52
-0.06;-1.99;3;9.99;143.61;226.62
-1.96;-1.5;2.5;3.69;68.94;243.21
-2.26;-2.15;1.32;-5.4;-9.3;251.49
-0.88;-4.37;0.18;-11.39;-70.66;251.64
1.6;-7.51;-0.04;-9.69;-106.74;249.17
4.82;-10.05;0.58;0.32;-120.28;248.15
8.17;-10.81;0.91;14.15;-118.85;248.61
10.46;-9.97;0.38;25.66;-108.77;249.16
11.3;-8.9;-0.36;32.62;-94.57;249.24
11.89;-9.07;-0.93;38.08;-79.39;249.07
13.36;-10.47;-1.52;45;-60.45;248.97
15.17;-11.34;-2;50.33;-29.35;248.99
16.04;-10.55;-2.22;47.45;12.78;249.03
15.78;-9.5;-2.42;35.6;48.74;249.04
15.01;-10.11;-2.77;21.21;65.08;249.03
14.02;-12.27;-3.1;10;66.12;245.13
12.81;-14.31;-3.41;3.61;63.2;225.52
11.49;-14.67;-3.68;-0.25;59.03;180.93
10.57;-13.21;-3.37;-5.26;46.58;117.53
10.76;-11.2;-2.39;-11.87;21.5;50.26
11.85;-9.77;-1.65;-17.72;-9.23;-11.31
12.61;-9.03;-1.47;-21.71;-34.25;-66.48
12.07;-9.09;-1.42;-26.02;-51.65;-115.65
8.07;-11.21;-1.05;-32.39;-51.51;-148.21
-2.08;-15.62;1.75;-34.6;-19.92;-149.48
-14.01;-19.06;7.06;-25.61;-14.28;-124.99
-17.33;-17.98;8.79;-12;-105;-98.07
-8.34;-13.5;3.81;-4.35;-230.45;-89.61
6.53;-9.9;-3.54;-6.02;-282.95;-109.91
18.09;-8.87;-8.98;-19.59;-242.19;-148.23
21.61;-8.21;-10.19;-41.32;-130.14;-173.07
19.05;-6.68;-6.33;-54.1;13.52;-160.17
14.68;-5.76;-0.79;-48.46;118.59;-119.29
10.22;-7.11;1.4;-36.02;151.18;-83.55
5.34;-10.61;-0.06;-28.66;141.97;-73.11
0.03;-14.06;-1.71;-22.97;119.48;-79.04
-4.83;-14.86;-1.77;-13.22;75.79;-80.78
-7.32;-12.81;-1.4;-3.88;3.91;-71.89
-5.76;-10.21;-2.27;-1.57;-70.09;-61.74
-0.93;-9.11;-4.23;-4.17;-103.52;-57.26
4.4;-9.36;-5.53;-5.6;-78.53;-56.82
7.21;-9.66;-5.01;-5;-17.26;-57.37
6.1;-9.63;-3.47;-5.64;42.56;-57.51
2.46;-9.85;-2.19;-8.2;76.48;-57.2
-0.99;-10.36;-1.3;-9.57;82.15;-58.04
-2.79;-10.55;-0.43;-7.93;69.82;-61.35
-3.08;-10.29;0.26;-5.69;50.39;-66.24
-2.43;-10.09;0.1;-6.36;32.75;-70.95
-1.11;-10.22;-1.33;-10.1;25.2;-74.82
0.35;-10.71;-2.96;-13;32.39;-78.51
1.03;-11.32;-3.1;-11.99;49.01;-83.07
