=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.05.09 13:44:51 =~=~=~=~=~=~=~=~=~=~=~=
f~f~xxxx~`~ff~fff`ff`~fxff`ff`f`fxf~f~fff~fxfffx~fx~`fx~fx~`fx~~fx~`fx`xx~xxxxxxfxfxxfxxxf`f-117.25;-24.62;5.47;64.21;17.90;-16.73;-13.07;-239.85;-70.12;15.89;0.00;27.95;-12.76;17.08;2.86;111.92;5.19;9.05;-383.43;-25.80;139.84;0.15;0.30;0.76;
-89.23;-25.17;4.91;33.82;17.37;-15.72;-14.54;-190.11;-64.06;15.62;-32.01;28.56;-11.16;6.78;-11.09;120.99;5.47;9.19;-361.90;-24.24;153.30;0.80;3.00;-0.25;
-88.72;-32.45;5.15;36.24;20.89;-17.32;-15.86;-192.79;-82.04;18.12;-47.82;27.34;-11.24;4.36;-15.23;126.36;6.48;9.51;-372.99;-23.28;151.74;1.66;3.50;0.00;
-92.59;-26.35;4.76;34.10;17.14;-13.38;-14.56;-191.10;-66.46;16.57;-46.68;26.79;-11.23;5.79;-11.44;114.28;5.68;8.59;-344.44;-24.12;111.11;-0.22;3.27;0.02;
-128.10;-32.86;8.40;48.43;30.03;-21.66;-17.55;-225.15;-112.95;12.86;-57.74;36.64;-12.34;25.94;-6.59;132.49;6.06;13.92;-360.72;-26.59;205.05;11.62;2.31;-0.57;
-135.58;-30.36;5.55;55.20;22.57;-16.67;-13.71;-285.66;-97.34;3.73;-75.56;32.24;-12.16;-6.36;-7.42;84.10;4.16;11.07;-211.08;-20.00;107.16;5.40;2.59;-0.38;
-138.90;-26.41;6.00;53.95;24.25;-15.57;-8.83;-245.36;-80.18;3.70;-72.47;31.39;-12.46;4.48;-3.26;81.12;3.48;11.31;-213.13;-22.37;105.12;4.80;2.24;-0.44;
-142.67;-28.82;6.42;54.67;25.07;-18.22;-7.50;-250.95;-83.05;4.89;-70.89;32.74;-13.49;3.82;-6.51;83.99;3.66;11.89;-240.60;-22.43;106.96;5.54;1.69;-0.32;
-148.57;-28.63;8.06;55.65;27.96;-18.54;-9.86;-282.84;-86.41;3.95;-53.29;37.08;-13.26;8.29;-7.40;83.84;3.61;12.76;-218.23;-24.57;94.14;9.16;2.26;-0.47;
-148.06;-24.58;7.58;59.02;26.13;-19.79;-9.78;-259.74;-81.03;4.39;-46.05;34.04;-13.58;21.43;-5.65;85.72;3.90;13.02;-238.50;-25.20;121.30;6.74;1.72;-0.52;
-150.83;-28.66;8.76;60.69;32.59;-17.77;-12.52;-313.08;-102.61;4.50;-85.71;38.23;-13.26;19.71;-9.38;92.62;4.27;12.86;-250.91;-26.69;149.24;12.87;1.60;-0.53;
-151.85;-32.71;8.36;58.05;23.88;-19.35;-13.11;-299.80;-80.02;5.53;-79.37;35.71;-13.65;-2.46;-4.57;91.70;4.54;12.71;-257.96;-26.50;117.54;9.84;1.89;-0.16;
-145.85;-25.56;8.37;55.11;34.16;-18.10;-6.28;-251.61;-96.02;5.09;-72.92;35.77;-13.15;30.22;0.73;80.47;3.55;12.76;-192.44;-26.68;121.73;9.21;2.14;-0.68;
-144.85;-28.23;8.02;59.05;30.32;-19.79;-7.32;-275.84;-87.84;4.89;-40.09;34.82;-13.54;18.92;-5.87;83.52;3.60;12.94;-242.69;-25.88;93.74;8.17;1.97;-0.29;
-151.92;-28.40;9.06;54.93;32.00;-19.43;-11.73;-312.88;-86.39;4.93;-84.36;39.95;-12.82;18.63;-11.69;93.52;4.34;13.38;-248.20;-26.33;110.48;11.23;2.85;-0.12;
-151.12;-26.94;7.89;59.64;35.83;-19.98;-8.83;-291.06;-96.19;4.83;-85.33;34.68;-13.67;30.81;-8.91;81.12;4.01;12.47;-211.60;-23.77;127.58;9.28;1.98;-0.43;
-148.53;-26.66;8.74;58.44;30.81;-20.73;-11.71;-293.08;-84.65;4.59;-54.78;38.19;-13.31;19.37;-10.99;87.78;4.13;13.51;-243.17;-25.27;123.08;11.18;2.30;-0.44;
-150.53;-29.16;7.68;56.13;29.29;-18.91;-11.82;-258.15;-77.66;5.39;-87.20;34.71;-13.30;14.24;-6.55;84.36;4.36;12.80;-245.37;-25.73;106.71;7.44;2.24;-0.39;
-149.91;-30.64;8.62;61.14;33.51;-20.21;-9.20;-307.73;-97.72;5.50;-88.29;34.77;-13.74;25.09;-4.70;76.38;4.06;12.66;-213.59;-25.79;110.44;11.09;2.12;-0.43;
-147.67;-26.64;9.83;60.56;32.20;-18.68;-13.65;-285.06;-89.34;5.59;-76.79;38.42;-12.97;25.18;-10.43;84.98;4.81;13.77;-243.69;-29.07;110.63;15.65;1.96;-0.31;
-141.64;-23.87;8.07;63.73;31.35;-20.40;-9.43;-254.15;-84.27;4.88;-7.18;33.86;-14.01;29.44;4.12;66.95;4.01;13.22;-145.18;-26.69;115.99;6.42;1.24;-0.47;
-152.54;-29.38;8.81;62.89;29.75;-20.33;-13.54;-326.42;-86.96;5.17;-74.23;37.42;-13.83;19.76;-16.79;84.89;4.70;13.26;-242.56;-28.62;109.02;11.32;1.59;-0.07;
-149.80;-24.93;7.62;59.77;31.21;-21.09;-8.28;-315.13;-77.44;3.76;-70.21;33.11;-13.66;26.86;-22.37;78.35;3.51;12.56;-174.31;-25.53;77.33;7.43;2.01;-0.09;
-146.52;-24.70;8.12;59.54;36.52;-21.22;-15.71;-257.10;-106.72;4.58;-43.22;39.03;-13.52;26.07;-16.03;109.66;4.94;13.61;-311.91;-25.22;200.35;10.52;1.06;-0.58;
-149.23;-28.89;7.85;55.30;31.12;-18.88;-10.83;-268.48;-90.63;5.03;-45.28;33.75;-13.61;21.57;-11.11;82.44;4.07;12.12;-236.59;-26.09;123.15;8.42;1.84;-0.17;
-143.50;-28.95;7.66;59.38;29.86;-18.24;-6.33;-261.76;-81.51;4.91;-28.77;30.45;-13.47;26.19;1.86;71.15;3.64;12.03;-192.78;-24.22;72.33;8.54;1.92;0.08;
-142.39;-30.72;7.65;62.01;25.24;-20.31;-9.57;-273.82;-83.16;4.38;-69.77;36.08;-13.30;8.31;1.12;82.29;3.92;13.06;-261.93;-27.37;124.47;7.62;1.58;-0.02;
-148.68;-31.58;8.64;61.78;26.75;-18.61;-8.82;-297.30;-80.96;5.09;-55.13;37.01;-13.28;10.61;-3.31;86.35;4.02;13.04;-264.59;-27.61;96.14;10.61;1.90;0.04;
-151.43;-30.84;7.43;64.33;31.78;-18.30;-9.30;-320.32;-95.48;5.22;-81.90;34.55;-13.84;24.37;-1.88;80.82;3.89;12.49;-254.38;-25.07;115.16;8.35;2.05;-0.01;
-152.80;-30.76;8.65;60.73;32.60;-19.75;-14.26;-342.61;-94.46;4.58;-91.83;38.03;-13.43;11.68;-10.02;96.95;4.58;12.74;-246.29;-26.70;115.37;11.94;2.16;-0.15;
-148.23;-29.35;7.53;57.62;31.98;-18.05;-8.43;-298.08;-87.76;6.18;-70.97;36.76;-13.46;19.61;-3.75;86.62;4.11;12.59;-240.74;-25.61;111.90;6.91;2.01;-0.01;
-151.44;-30.26;7.80;59.71;30.41;-20.18;-8.19;-303.76;-91.29;4.98;-78.21;35.25;-13.44;16.33;-8.86;86.75;3.98;12.69;-239.80;-24.94;106.46;7.13;1.91;-0.20;
-145.69;-32.26;7.68;58.27;31.36;-18.63;-10.21;-273.05;-91.61;5.68;-83.38;37.70;-13.32;15.37;-0.95;82.63;4.14;12.83;-239.71;-25.85;133.96;7.78;2.25;-0.17;
-149.55;-30.92;7.39;62.77;30.91;-19.96;-10.42;-327.15;-91.42;5.01;-84.55;34.73;-13.68;13.23;-9.90;83.78;3.99;12.53;-223.48;-26.13;115.01;6.89;1.85;0.15;
-145.51;-29.08;6.86;57.16;24.72;-20.10;-9.47;-254.60;-70.75;4.47;-42.94;30.85;-13.72;5.51;-3.18;72.78;3.58;12.36;-200.51;-24.69;99.65;6.21;1.83;0.11;
-147.45;-26.40;7.54;57.16;29.22;-19.84;-8.01;-282.48;-80.68;4.68;-66.35;32.26;-13.15;9.36;-9.83;74.53;3.69;12.26;-204.59;-24.59;89.33;8.09;2.36;0.04;
-146.29;-25.17;7.92;59.46;31.38;-17.66;-10.50;-281.66;-88.86;7.09;-76.64;37.21;-13.18;20.32;-14.47;85.11;4.38;13.15;-223.35;-24.52;112.49;10.29;2.08;-0.24;
-143.37;-30.18;7.05;58.94;35.25;-21.21;-12.17;-265.00;-102.79;6.13;-87.30;39.00;-13.52;18.66;-10.86;97.96;4.50;13.24;-267.68;-23.84;128.88;9.74;1.94;0.41;
-150.92;-29.73;8.37;63.85;25.46;-20.20;-12.00;-304.20;-83.11;5.29;-74.32;37.36;-13.63;6.68;-9.11;87.78;4.42;13.47;-235.22;-27.20;112.27;9.50;1.59;-0.11;
-150.22;-30.81;6.84;62.95;31.15;-21.61;-10.16;-282.08;-91.67;5.59;-59.50;36.33;-13.99;22.41;-7.73;85.21;3.96;12.80;-229.89;-24.20;121.35;5.82;1.73;0.24;
-148.69;-24.74;7.63;59.67;28.68;-19.76;-10.43;-295.13;-84.09;5.12;-79.85;34.92;-13.54;20.63;-13.08;82.79;4.01;13.07;-209.08;-24.60;95.96;8.56;1.84;-0.20;
-148.99;-30.02;7.10;60.62;31.69;-20.46;-9.79;-273.04;-88.17;5.98;-54.88;35.55;-13.89;18.43;-14.06;80.30;4.09;12.81;-251.99;-24.61;110.55;7.92;2.28;-0.00;
-144.43;-29.06;7.67;60.04;33.00;-19.86;-10.66;-282.65;-85.41;5.32;-71.21;37.85;-13.39;26.60;-9.87;78.55;4.11;13.34;-199.53;-25.06;112.60;7.37;1.31;-0.15;
-152.57;-29.12;7.44;63.36;24.31;-19.55;-9.45;-307.61;-72.57;4.54;-54.65;31.81;-13.93;10.55;-10.07;79.74;3.72;12.31;-239.88;-28.03;87.42;8.61;1.96;0.36;
-149.92;-27.38;7.76;60.70;28.71;-20.31;-11.12;-292.35;-78.93;7.14;-72.92;36.42;-13.56;21.07;-9.66;86.18;4.46;13.25;-232.99;-24.94;96.21;7.61;1.82;0.11;
-144.74;-30.35;7.01;63.01;32.00;-20.53;-10.10;-276.12;-89.83;5.67;-28.90;36.07;-13.86;19.47;-10.01;78.82;4.13;12.91;-242.87;-24.51;104.32;6.64;2.20;0.23;
-143.84;-27.81;8.49;57.57;33.70;-19.28;-11.44;-262.40;-97.81;4.98;-66.70;35.37;-13.62;23.30;-3.75;75.59;4.09;12.91;-204.46;-26.37;113.04;11.65;1.81;-0.23;
-146.14;-30.10;8.02;61.15;29.50;-20.36;-10.16;-284.72;-86.68;5.24;-33.10;36.08;-13.48;11.99;-11.90;78.34;4.27;13.20;-224.29;-25.82;90.98;9.99;2.11;0.27;
-143.25;-28.97;7.99;58.22;37.37;-22.33;-8.61;-287.63;-86.86;6.39;-64.90;32.23;-13.41;35.41;-8.76;77.70;4.32;12.56;-175.52;-25.07;98.53;8.33;1.66;0.44;
-150.24;-26.08;7.46;60.08;29.73;-20.79;-6.54;-281.11;-76.93;5.74;-68.65;32.73;-13.90;18.27;-13.85;79.04;3.51;12.59;-221.94;-25.83;78.90;5.78;1.69;0.46;
-146.21;-26.65;7.05;61.02;32.95;-21.04;-7.61;-258.64;-83.52;6.41;-7.76;28.15;-13.59;24.16;-9.58;74.54;3.76;12.39;-158.94;-23.40;76.68;6.16;2.61;0.36;
-140.35;-27.50;8.37;64.57;33.33;-20.79;-7.39;-252.13;-86.60;5.78;10.42;34.72;-14.27;37.81;-9.51;75.33;4.24;13.08;-192.50;-26.40;109.11;8.29;1.81;0.37;
-147.26;-23.66;7.77;63.42;31.69;-18.86;-6.85;-260.00;-84.47;5.62;-16.07;33.88;-13.89;43.45;-8.24;73.14;4.08;12.85;-166.97;-26.06;109.83;7.46;1.77;0.40;
-147.18;-26.80;7.13;60.65;32.92;-20.54;-8.08;-274.90;-84.07;6.29;-49.33;33.75;-13.93;22.06;-4.02;69.61;4.22;12.47;-170.64;-24.72;98.28;5.94;1.84;0.32;
-141.47;-23.01;7.31;61.87;31.58;-18.96;-6.31;-249.10;-76.45;5.12;-3.51;33.06;-13.91;58.76;-7.14;78.85;3.71;12.68;-204.48;-24.91;109.24;5.06;1.37;-0.05;
-148.38;-25.86;7.19;60.11;31.61;-20.95;-8.72;-284.60;-78.04;5.66;-61.46;35.64;-13.73;23.27;-10.96;80.74;4.16;12.85;-208.18;-25.11;102.05;3.76;1.67;0.22;
-144.98;-28.70;6.90;60.71;30.32;-19.87;-6.35;-267.98;-78.91;6.28;-44.82;29.16;-13.85;19.73;-7.30;62.34;3.66;11.86;-180.52;-23.42;72.42;5.13;1.75;0.20;
-144.79;-26.60;7.74;56.46;31.76;-18.89;-6.90;-261.17;-88.68;5.45;-38.49;35.16;-13.84;24.32;-12.84;75.42;3.73;12.87;-211.88;-24.23;105.86;7.42;1.95;-0.07;
-153.54;-23.00;7.17;63.04;29.08;-20.73;-8.09;-296.37;-71.97;5.33;-79.29;35.22;-13.62;22.63;-19.09;78.93;3.91;13.05;-199.17;-25.32;105.46;5.57;1.51;-0.04;
-146.96;-26.81;7.45;60.84;36.46;-20.11;-7.55;-296.67;-82.94;6.27;-35.96;34.77;-14.01;42.26;-14.71;77.16;4.14;12.50;-206.55;-26.82;115.01;6.09;1.55;0.35;
-142.86;-29.04;7.10;61.76;32.27;-19.23;-6.67;-244.46;-79.42;6.17;2.35;36.77;-13.89;32.57;-3.14;68.87;3.99;12.94;-196.71;-23.12;119.02;4.78;1.73;-0.02;
-149.88;-24.58;6.84;58.87;36.15;-20.66;-9.75;-282.23;-90.04;5.56;-66.50;33.77;-13.81;35.18;-13.63;83.44;3.83;12.31;-198.48;-24.13;90.83;4.42;2.04;0.27;
-149.62;-28.13;7.26;62.61;27.43;-20.31;-5.06;-261.87;-75.59;6.37;-14.03;32.79;-13.98;17.64;-11.75;70.28;3.79;12.48;-213.42;-25.04;74.79;6.80;2.32;0.60;
-143.14;-31.67;7.71;61.34;31.89;-20.27;-10.27;-261.88;-90.33;5.43;-38.76;34.31;-14.14;23.03;-3.29;74.80;4.11;12.84;-223.39;-24.10;118.04;8.68;1.72;-0.18;
-142.27;-27.60;7.24;65.63;35.44;-22.05;-6.98;-263.44;-83.95;4.73;-1.04;33.98;-13.81;30.70;-12.05;77.72;4.02;13.36;-200.50;-24.30;98.78;8.07;1.82;0.20;
-151.04;-28.38;7.72;62.28;35.44;-21.44;-8.39;-282.75;-89.60;5.45;-65.98;34.84;-13.75;32.72;-18.68;79.76;4.11;12.75;-201.81;-24.25;109.39;8.96;1.75;0.22;
-149.15;-26.38;8.07;60.67;28.07;-20.89;-8.01;-282.46;-74.02;6.04;-50.75;31.72;-13.77;17.94;-17.82;64.71;4.10;12.69;-154.55;-25.19;59.96;9.12;1.73;0.08;
-146.47;-27.25;7.31;56.68;33.45;-20.46;-10.99;-259.02;-89.76;6.00;-78.10;35.18;-13.72;16.59;-10.22;77.95;4.30;12.67;-206.01;-25.36;116.68;8.11;1.87;0.20;
-148.73;-25.24;6.82;63.32;27.80;-19.74;-11.76;-315.65;-76.00;6.13;-79.14;33.88;-13.53;17.74;-20.09;76.00;4.36;12.69;-194.55;-27.27;70.51;6.02;1.74;0.25;
-148.05;-31.68;7.34;63.59;34.39;-21.45;-12.91;-335.55;-94.92;6.27;-62.16;36.74;-14.16;26.59;-17.23;78.78;4.67;12.97;-206.94;-24.50;111.82;7.97;1.53;0.13;
-154.40;-23.98;7.37;60.18;29.18;-19.34;-8.10;-306.85;-75.47;5.03;-72.97;27.82;-13.97;21.00;-26.09;76.20;3.90;11.98;-216.54;-29.11;56.47;6.19;1.87;0.51;
-153.36;-24.03;8.18;58.56;28.86;-21.50;-8.54;-276.36;-79.36;5.33;-77.91;34.03;-13.75;16.84;-23.64;77.06;4.39;13.19;-210.46;-25.84;97.44;9.46;2.15;-0.53;
-148.71;-24.85;7.39;59.13;30.37;-21.47;-10.85;-273.25;-97.36;5.67;-42.94;35.79;-14.27;20.41;-23.28;87.63;4.26;13.35;-264.12;-26.34;153.88;7.40;1.62;-0.16;
-151.29;-25.81;7.76;58.23;29.20;-19.78;-12.73;-269.24;-79.44;10.06;-88.64;40.18;-13.25;20.22;-11.00;91.88;4.64;13.71;-263.77;-25.12;117.34;7.58;1.78;-0.21;
-147.71;-28.79;6.90;57.56;30.03;-20.77;-9.44;-259.38;-81.45;5.70;-79.71;36.12;-13.60;15.09;-12.65;84.85;4.16;13.32;-239.62;-23.26;85.55;5.68;1.82;0.28;
-140.73;-31.29;6.73;58.83;31.62;-19.15;-11.88;-265.85;-84.17;5.27;-19.56;34.56;-14.13;24.10;-3.24;76.56;4.34;12.43;-239.48;-26.13;107.06;3.07;1.13;-0.22;
-150.55;-24.32;7.00;57.40;33.83;-18.58;-9.26;-279.90;-81.66;5.63;-84.59;31.34;-13.49;35.02;-12.05;70.10;4.12;11.99;-196.65;-23.53;96.89;5.30;1.89;0.19;
