label;gyro_z_avg;gyro_x_avg;acc_y_stdev;gyro_z_stdev;gyro_x_stdev;acc_x_min;acc_z_min;gyro_z_min;gyro_x_min;acc_z_max;gyro_z_max;acc_x_max;acc_y_avg;gyro_x_max;gyro_y_avg;gyro_y_stdev;acc_z_stdev;acc_x_stdev;gyro_y_min;acc_y_min;gyro_y_max;acc_y_max;acc_x_avg;acc_z_avg;stride_check
2;105.82;-62.58;5.19;199.84;91.26;-4.88;-11.56;-255.36;-185.1;9.3;357.72;19.87;-9.08;57.82;-15.44;92.57;4.71;6.26;-136.34;-21.78;167.96;-0.73;6.07;1.96;0
2;-96.91;36.52;6.68;61.58;32.8;-11.64;-11.03;-203.31;-5.35;10.08;-21.94;23.93;-12.18;90.89;8.24;90.83;3.97;8.86;-262.29;-27.87;116.15;-1.44;1.05;-0.11;1
2;101.25;-55.81;5.75;201.75;80.42;-1.18;-12.98;-285.05;-160.4;7.49;364.27;16.84;-8.73;97.05;-1.92;84.48;4.33;3.93;-186.57;-27.86;136.29;-1.29;5.68;1.34;0
2;-96.61;42.13;6;71.26;32.22;-10.45;-6.11;-221.76;-1.37;15.66;-9.98;21.2;-11.15;103.59;25.17;74.49;4.79;8.43;-193.96;-21.52;98.54;-2.84;1.11;0.65;1
2;90.68;-63.2;6.28;214.39;99.54;-4.36;-15.29;-320.97;-209.01;9.68;361.83;24.54;-9.92;98.58;-24.56;83.34;5.41;6.19;-223.98;-27.35;113.41;-0.73;5.41;1.25;0
2;-99.7;36.68;6;75.1;35.53;-10.63;-13.86;-227.17;-7.37;13.25;-4.14;24.96;-10.68;100.21;23.59;75.93;5.16;9.13;-214.39;-21.87;118.06;-1.24;1.47;0.17;1
2;98.57;-48.57;6.3;206.55;90.26;-2.16;-7.31;-297.11;-176.81;8.75;359.57;18.81;-9.36;95.76;-14.31;60.43;4.3;5.19;-121.17;-28.3;97.61;-0.58;5.83;1.73;0
2;-100.24;36.95;5.08;64.19;34.57;-11.44;-4.44;-227.63;-5.23;9.41;-22.67;26.14;-11.35;101.91;15.18;75.4;3.57;9.36;-232.85;-21.18;91.35;-2.51;0.67;0.09;1
2;89.98;-64.7;6.39;203.47;95.16;-3.63;-17.86;-324.26;-205.9;7.23;337.7;18.7;-9.21;85.55;-14.35;73.27;5.91;4.8;-158.01;-29.04;108.76;-1.97;5.58;1.48;0
2;-97.68;40.55;6.14;80.95;34.9;-12.15;-5.45;-241.07;-1.98;16.51;4.14;23.72;-10.8;102.99;21.39;74.29;4.76;9.25;-191.56;-21.25;119.2;-0.4;1.36;0.79;1
2;77.85;-64.41;6.17;193.88;92.5;-5.52;-20.66;-296.61;-208.72;11.67;321.06;18.58;-8.95;85.19;-14.48;96.33;6.01;5.38;-277.07;-27.17;169.54;-1.23;5.51;1.64;0
2;-97.2;44.97;5.48;84.05;28.96;-13.96;-5.71;-239.57;5.46;23.4;19.63;24.95;-11.36;91.23;14.27;83.3;6.1;9.48;-170.68;-22.04;108.98;-3.46;0.95;0.75;1
2;89.58;-50.52;7.15;221.74;97.34;-5.65;-20.09;-334.88;-201.94;6.8;375.34;18.41;-9.31;111.08;-15.73;77.87;5.82;4.98;-192.1;-32.8;109.95;-0.27;5.63;1;0
2;-96.65;35.06;6.02;78.28;34.37;-11.98;-6.32;-224.88;-7.82;17.05;-5.23;27.72;-10.68;95.07;27.77;85.51;5.86;10.27;-218.31;-23.33;95.02;-1.42;1.81;0.95;1
