label;gyro_z_avg;gyro_x_avg;acc_y_stdev;gyro_z_stdev;gyro_x_stdev;acc_x_min;acc_z_min;gyro_z_min;gyro_x_min;acc_z_max;gyro_z_max;acc_x_max;acc_y_avg;gyro_x_max;gyro_y_avg;gyro_y_stdev;acc_z_stdev;acc_x_stdev;gyro_y_min;acc_y_min;gyro_y_max;acc_y_max;acc_x_avg;acc_z_avg;stride_check
1;-97.97;28.19;7.25;66.18;29.37;-14.1;-7.36;-227.21;-3.75;9.06;-10.83;24.33;-10.91;117.52;4.79;64.25;3.41;8.14;-217.38;-22.36;112.16;12.89;3.11;0.55;0
1;105.66;-62.88;7.27;184.93;85.77;-14.95;-23.85;-307.05;-167.09;12.94;334.01;20.75;-8.99;159.23;1.97;80.72;5.93;5.41;-243.63;-38.82;212.94;-1.56;5.48;2.38;0
1;-105.24;18.7;9.12;56.04;26.78;-16.88;-4.98;-233.15;-0.91;9.66;-37.49;32.23;-8.74;155.85;2.52;87.53;2.63;8.12;-282.12;-28.49;87.03;16.74;6.01;1.39;0
1;66.02;-21.92;7.53;185.24;84.91;-11.1;-12.2;-304.46;-169.85;9.34;337.97;14.31;-10.38;97.83;2;69.59;4.91;7.23;-235.77;-36.46;107.72;0.46;3.39;0.69;0
1;-98.68;34.76;7.23;52.61;27.56;-12.73;-8.52;-226.72;8.29;6.57;-28.17;16.8;-11.19;137.02;-0.85;64.11;3.44;7.4;-146.72;-25.19;87.12;12.82;2.95;0.01;0
1;122.56;-69.43;6.14;176.76;79.65;-17.69;-10.88;-297.84;-168.25;10.39;307.7;15.24;-7.99;70.2;9.2;73.67;3.73;6.45;-138.33;-32.74;173.62;1.12;5.15;2.79;0
1;-101.65;23.24;7.88;64.65;24.49;-10.95;-2.94;-232.87;7.13;7.55;-10.92;21.9;-9.92;118.66;3.25;50.28;1.73;5.19;-116.55;-24.26;99.18;12.21;6.74;1.69;0
1;51.94;-27.55;7.32;183.42;91.15;-19.34;-10.17;-341.8;-178.97;9.91;305.28;27.41;-10.41;115.29;-2.37;95.55;4.65;9.46;-205.28;-38.45;200.67;-1.12;2.81;0.78;0
1;-93.95;29.83;7.21;65.11;26.48;-18.95;-10.7;-215.19;1.24;18.48;12.49;25.14;-11.17;127.23;0.45;69.8;4.74;9.18;-199.82;-23.26;112.83;13.47;2.78;0.59;0
1;113.09;-65.87;7.25;187.32;77.38;-4.24;-14;-342.83;-165.8;10.47;326.63;22.7;-8.86;67.25;3.26;113.92;4.86;5.21;-245.81;-37.9;238.29;-1.88;5.79;2.37;0
1;-96.92;21.3;9.07;68.24;30.44;-14.37;-6.33;-262.08;-0.88;8.29;-36.15;27.85;-9.68;132.76;6.94;90.8;2.53;7.52;-251.68;-24.32;165.07;17.78;5.96;1.36;0
1;47.99;-33.13;8.11;182.34;88.9;-14.57;-15.36;-337.47;-182.06;11.4;306.81;19.47;-10.26;111.88;-6.04;100.52;5.59;8.28;-235.83;-38.32;188.8;-0.49;3.09;0.72;0
1;-96.34;32.96;7.64;49.76;37.35;-14.46;-11.06;-206.16;-6.58;6.41;-40.9;24.63;-11.18;134.44;6.51;80.5;3.45;9.05;-222.5;-27.48;126.11;12.4;2.27;-0.18;0
1;114.09;-62.36;6.3;181.93;77.76;-10.68;-13.04;-319.96;-162.69;9.88;312.94;29.07;-8.88;57.61;-14.68;87.91;4.5;7.47;-182.56;-27.84;151.65;0.79;6.68;2.36;0
1;-101.02;15.44;4.69;57.57;24.6;-13.38;-0.76;-219.54;-4.31;9.32;-10.55;14.24;-10.27;106.24;14.8;73.04;2.13;4.86;-201.83;-15.89;151.55;6.17;5.4;2.04;0
1;60.55;-21.37;7.99;194.9;79.98;-14.25;-18.02;-310.04;-143.85;10.88;352.12;24.93;-10.07;93.66;-4.95;90.41;5.32;8.54;-260.96;-37.47;182.99;1.03;3.54;0.85;0
1;-94.87;28.61;7.46;54.93;36.67;-17.2;-8.62;-215.05;-13.37;9.32;-29;25.31;-11.08;148.27;-12.33;100.87;3.63;10.03;-254.19;-25.56;144.61;12.44;1.82;0.03;0
1;117.52;-82.82;8.01;202.18;89.76;-7.62;-18.99;-380.87;-196.09;10.77;358.33;32.83;-9.23;44.8;15.29;141.6;5.62;8.14;-262.93;-38.75;317.03;-1.96;6.62;2.77;0
1;-91.22;26.82;7.99;59.34;35.12;-16.53;-6.29;-247.98;-1.47;11.35;-26.16;21.17;-10.12;168.84;7.57;92.39;3.23;8.55;-297.49;-29.93;222.89;14.88;2.84;0.93;0
1;78.46;-41.28;7.07;197.03;83.84;-10.16;-11.88;-310.83;-166.84;10.46;344.48;15.79;-10.3;131.08;-8.64;86.3;4.98;5.96;-247.56;-36.57;124.34;-1.59;4.41;2.05;0
1;-99.97;26.54;9.74;57.6;35.24;-17.88;-4.27;-231.48;-12.74;9.34;-40.2;20.36;-9.74;143.1;7.69;75.35;2.75;9.29;-156.18;-30.02;151.9;19.94;3.31;0.88;0
1;80.99;-41.44;7.93;194.38;95.19;-12.38;-13.72;-266.91;-181.45;11.5;332.25;18.78;-9.54;88.29;-4.92;89.7;5.64;7.67;-168.17;-37.13;201.18;2.64;5.52;1.22;0
1;-89.77;15.75;7.14;55.61;29.03;-13.95;-2.71;-223.56;-15.94;9.7;-22.8;19.82;-9.97;119.81;7.96;65.13;3.07;7.52;-186.12;-27.58;91.33;12.88;2.86;1.02;0
1;83.64;-33.79;7.64;201.55;92.68;-14.64;-10.25;-303.49;-171.07;8.91;346.15;13.36;-10.27;105.68;3;66.6;4.29;5.97;-149.6;-36.38;138.33;-2;4.55;1.24;0
1;-92.92;27.19;7.91;85.31;30.68;-19.59;-6.36;-247.7;-10.44;8.42;48.49;23.79;-9.73;123.46;3.62;61.7;3.5;10.95;-176.83;-24.55;90.45;13.54;2.71;0.46;0
1;85.52;-45.41;8.68;209.5;97.98;-11.02;-20.84;-307.44;-203.42;9.77;355.7;22.53;-9.71;118.52;4.12;124.84;6.12;6.14;-333.75;-36.96;175.77;-1.24;5.74;1.11;0
1;-101.42;37.1;9.04;58.96;34.77;-13.47;-9.44;-217.81;3.11;7.6;-49.11;30.2;-10.2;172.98;17.19;67.57;4.54;8.86;-175.92;-29.98;121.66;14.79;3.7;0.87;0
1;91.13;-49.65;7.79;196.44;97.09;-12.73;-14.88;-288.91;-183.94;9.46;353.79;16.7;-9.74;120.74;-17.55;98.52;5.11;6.87;-209.09;-36.53;201.23;0.39;4.67;1.14;0
1;-103.93;27.78;7.28;59.56;27.48;-12;-9.62;-233.87;3.7;9.67;-43.68;13.07;-11.18;125.2;20.39;64.43;3.52;6.39;-188.58;-27.4;98.83;9.75;2.36;0.59;0
1;91.96;-39.6;7.19;191.37;80.87;-10.97;-8.03;-307.79;-162.15;8.01;318.17;16.92;-9.92;94.96;-23.11;62.12;3.95;5.86;-171.6;-36.96;91.88;-1.87;5.62;1.91;0
1;-96.35;21.63;7.1;55.08;34.27;-14.56;-10.31;-209.3;-14.86;7.04;-25.88;23.66;-10.49;113.88;26.27;84.73;3.37;8.89;-161.8;-21.23;176.44;13.68;2.81;0.29;0
1;81.01;-47.53;7.77;193.14;98.21;-14.78;-9.93;-335.77;-189.62;17.67;317.3;22.4;-9.93;110.68;-13.08;88.03;4.98;7.11;-197.68;-35.2;175.81;0.28;5.35;2.39;0
1;-95.34;31.83;7.7;59.09;28.19;-16.43;-9.97;-220.09;4.03;11.66;-34.19;29.52;-10.39;144.6;9.8;63.73;3.63;8.55;-193.17;-21.28;94.81;15.34;2.74;0.16;0
