label;gyro_z_avg;gyro_x_avg;acc_y_stdev;gyro_z_stdev;gyro_x_stdev;acc_x_min;acc_z_min;gyro_z_min;gyro_x_min;acc_z_max;gyro_z_max;acc_x_max;acc_y_avg;gyro_x_max;gyro_y_avg;gyro_y_stdev;acc_z_stdev;acc_x_stdev;gyro_y_min;acc_y_min;gyro_y_max;acc_y_max;acc_x_avg;acc_z_avg;stride_check
0;-86.92;30.48;5.89;50.57;30.96;-9.98;-5.05;-175.09;-11.27;13;-21.6;20.37;-11.64;89.14;21.41;81.86;3.55;7.39;-171.25;-36.56;116.89;-0.63;0.45;-0.15;1
0;79.69;-38.78;5.17;192.06;67.72;-11.32;-7.71;-211.6;-146.15;4.77;364.03;18.1;-11.06;86.14;-22.2;126.14;3.86;8.23;-220.46;-28.95;273.52;-1.02;3.78;0.28;1
0;-100.86;34.69;4.66;43.03;32.1;-13.43;-7.2;-184.55;-1.44;12.01;-38.86;26.89;-11.98;103.33;19.55;67.72;3.71;8.19;-184.69;-34.09;112.38;-4.56;-1.33;-0.56;1
0;91.77;-51.94;6.64;190.55;76.83;-9.27;-6.36;-182.19;-163.31;7.28;344.87;22.37;-10.36;83.04;-14.15;114.52;3.83;6.77;-242.07;-32.21;178.93;0.52;4.4;0.94;1
0;-95.59;39.27;4;31.2;28.9;-10.43;-6.91;-167.14;-20.96;12.06;-46.22;18.68;-11.51;92.4;23.49;67.06;4.16;6.93;-159.59;-32.6;80.13;-6.42;-1.67;0.16;1
0;83.49;-40.19;6.66;195.64;73.63;-11.64;-7.45;-245.9;-168.2;4.88;334.83;19.05;-11.12;91.4;-16.99;154.89;3.4;8.71;-268.89;-32.11;374.7;0.28;4.05;0.39;1
0;-94.62;36.66;4.95;43.89;28.63;-10.03;-4.31;-189.11;2.07;7.3;-36.8;17.92;-11.42;102.54;19.41;54.27;2.5;6.58;-138.64;-33.39;96.94;-0.34;-0.38;-0.2;1
0;83.37;-47.49;6.03;184.47;77.02;-11.71;-6.6;-208.4;-157.92;6.37;313.21;18.11;-10.56;99.92;-16.31;140.38;3.23;7.23;-314.12;-28.34;275.74;-0.05;3.29;0.59;1
0;-96.79;42.4;5.49;45.95;31.72;-10.73;-7.07;-174.15;-13.79;13.25;-24.11;29.48;-11.6;106.99;26.81;58.35;4.25;9.01;-118.2;-34.76;104.71;-0.18;0.19;-0.61;1
0;86.7;-45.64;6.68;201.03;81.23;-10.28;-13.6;-226.03;-152.27;5.92;353.61;25.23;-10.29;92.91;-20.52;113.98;4;6.14;-345.5;-32.91;147.93;0.3;3.9;0.54;1
